episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
857,0.09644,8,3.0,True,5000,4.2472893824196944e-07,0.97
858,0.09539,7,4.0,True,5000,3.0394392069865717e-07,0.97
859,0.09433,7,4.0,True,5000,3.6498326494438516e-07,0.97
860,0.09328,7,4.0,True,5000,1.6136820590872958e-07,0.97
861,0.09222,8,3.0,True,5000,2.3530563453277864e-07,0.97
862,0.09117,7,4.0,True,5000,4.4478491645350005e-07,0.97
863,0.09011,9,2.0,True,5000,2.9518668043237994e-07,0.97
864,0.08906,11,0.0,True,5000,3.2195566745940596e-07,0.97
865,0.088,8,3.0,True,5000,1.753143408222968e-07,0.97
866,0.08694,7,4.0,True,5000,4.166072358202655e-07,0.97
867,0.08589,8,3.0,True,5000,1.3404101650849043e-07,0.97
868,0.08483,7,4.0,True,5000,2.7114836598229886e-07,0.97
869,0.08378,8,3.0,True,5000,1.912772802370455e-07,0.97
870,0.08272,11,0.0,True,5000,4.450962478586007e-07,0.97
871,0.08167,8,3.0,True,5000,1.4408036008717318e-07,0.97
872,0.08061,7,4.0,True,5000,5.616146268039302e-07,0.97
873,0.07956,7,4.0,True,5000,6.031306156728533e-07,0.97
874,0.0785,7,4.0,True,5000,4.521775451848953e-07,0.97
875,0.07744,7,4.0,True,5000,1.495093329140218e-06,0.98
876,0.07639,9,2.0,True,5000,6.539901278301841e-07,0.98
877,0.07533,7,4.0,True,5000,1.091684339371568e-06,0.98
878,0.07428,7,4.0,True,5000,5.442918222797744e-07,0.98
879,0.07322,7,4.0,True,5000,9.252659651792783e-07,0.98
880,0.07217,7,4.0,True,5000,2.728647814365104e-06,0.98
881,0.07111,11,0.0,True,5000,6.36887136806763e-07,0.98
882,0.07006,7,4.0,True,5000,1.7748806158124353e-06,0.98
883,0.069,8,3.0,True,5000,3.078885811191867e-06,0.98
884,0.06794,7,4.0,True,5000,2.383180344622815e-06,0.98
885,0.06689,7,4.0,True,5000,2.100078972944175e-06,0.98
886,0.06583,7,4.0,True,5000,1.1182153230038239e-06,0.98
887,0.06478,7,4.0,True,5000,1.352435901935678e-06,0.98
888,0.06372,8,3.0,True,5000,1.359972543468757e-06,0.98
889,0.06267,7,4.0,True,5000,1.2857894944318105e-06,0.98
890,0.06161,7,4.0,True,5000,2.066656634269748e-06,0.98
891,0.06056,7,4.0,True,5000,4.441947112354683e-06,0.98
892,0.0595,7,4.0,True,5000,9.731599675433245e-06,0.98
893,0.05844,7,4.0,True,5000,5.936262823524885e-06,0.98
894,0.05739,7,4.0,True,5000,6.2767326198809315e-06,0.98
895,0.05633,10,1.0,True,5000,8.191946108127013e-06,0.98
896,0.05528,7,4.0,True,5000,5.423492439149413e-06,0.98
897,0.05422,7,4.0,True,5000,9.578949175192975e-06,0.98
898,0.05317,8,3.0,True,5000,2.7598287488217466e-05,0.98
899,0.05211,8,3.0,True,5000,1.9140967197017744e-05,0.98
900,0.05106,7,4.0,True,5000,1.4438694051932544e-05,0.98
901,0.05,7,4.0,True,5000,1.1858113794005476e-05,0.98
902,0.05,8,3.0,True,5000,5.337694165064022e-05,0.98
903,0.05,7,4.0,True,5000,6.636968464590609e-05,0.98
904,0.05,7,4.0,True,5000,9.009472705656663e-05,0.98
905,0.05,9,2.0,True,5000,1.358968802378513e-05,0.98
906,0.05,7,4.0,True,5000,3.5614015359897166e-05,0.98
907,0.05,2,-11.0,False,5000,6.367853347910568e-05,0.97
908,0.05,7,4.0,True,5000,9.19748199521564e-05,0.97
909,0.05,7,4.0,True,5000,9.719823719933629e-05,0.97
910,0.05,9,2.0,True,5000,6.632652366533875e-05,0.98
911,0.05,7,4.0,True,5000,9.325203427579254e-05,0.98
912,0.05,7,4.0,True,5000,0.0003573379945009947,0.98
913,0.05,7,4.0,True,5000,0.00014982599532231688,0.98
914,0.05,7,4.0,True,5000,3.169031333527528e-05,0.98
915,0.05,7,4.0,True,5000,4.507124685915187e-05,0.98
916,0.05,7,4.0,True,5000,0.0001210487971547991,0.98
917,0.05,7,4.0,True,5000,0.0002973817754536867,0.98
918,0.05,7,4.0,True,5000,0.00038635270902886987,0.98
919,0.05,10,1.0,True,5000,0.00018937095592264086,0.98
920,0.05,7,4.0,True,5000,0.00019283007713966072,0.98
921,0.05,7,4.0,True,5000,0.0006576630985364318,0.98
922,0.05,9,2.0,True,5000,0.0001819065073505044,0.98
923,0.05,7,4.0,True,5000,0.0004835047875531018,0.98
924,0.05,9,2.0,True,5000,0.0016973394667729735,0.98
925,0.05,7,4.0,True,5000,0.0009516026475466788,0.98
926,0.05,7,4.0,True,5000,0.0016011045081540942,0.98
927,0.05,7,4.0,True,5000,0.0010256506502628326,0.98
928,0.05,7,4.0,True,5000,0.0038747317157685757,0.98
929,0.05,7,4.0,True,5000,0.003252584021538496,0.98
930,0.05,7,4.0,True,5000,0.00415971502661705,0.98
931,0.05,8,3.0,True,5000,0.002731122076511383,0.98
932,0.05,7,4.0,True,5000,0.002878753002732992,0.98
933,0.05,7,4.0,True,5000,0.0011141818249598145,0.98
934,0.05,7,4.0,True,5000,0.0014743873616680503,0.98
935,0.05,7,4.0,True,5000,0.0021742095705121756,0.98
936,0.05,11,0.0,True,5000,0.0017306383233517408,0.98
937,0.05,7,4.0,True,5000,0.0015790152829140425,0.98
938,0.05,7,4.0,True,5000,0.0028441858012229204,0.98
939,0.05,7,4.0,True,5000,0.00272561376914382,0.98
940,0.05,7,4.0,True,5000,0.0047953468747437,0.98
941,0.05,7,4.0,True,5000,0.004361744504421949,0.98
942,0.05,7,4.0,True,5000,0.004024797584861517,0.98
943,0.05,8,3.0,True,5000,0.00385619536973536,0.98
944,0.05,7,4.0,True,5000,0.012121793814003468,0.98
945,0.05,7,4.0,True,5000,0.006318340077996254,0.98
946,0.05,7,4.0,True,5000,0.01304610539227724,0.98
947,0.05,7,4.0,True,5000,0.012125952169299126,0.98
948,0.05,7,4.0,True,5000,0.005051813088357449,0.98
949,0.05,8,3.0,True,5000,0.005243269726634026,0.98
950,0.05,7,4.0,True,5000,0.005691205151379108,0.98
951,0.05,7,4.0,True,5000,0.0036862462293356657,0.98
952,0.05,7,4.0,True,5000,0.00887362752109766,0.99
953,0.05,7,4.0,True,5000,0.004844215232878923,0.99
954,0.05,7,4.0,True,5000,0.008066477254033089,0.99
955,0.05,7,4.0,True,5000,0.0027730383444577456,0.99
956,0.05,7,4.0,True,5000,0.008982663974165916,0.99
957,0.05,7,4.0,True,5000,0.005755056161433458,0.99
958,0.05,7,4.0,True,5000,0.006186489947140217,0.99
959,0.05,7,4.0,True,5000,0.005051386542618275,0.99
960,0.05,7,4.0,True,5000,0.0043031214736402035,0.99
961,0.05,7,4.0,True,5000,0.006974928081035614,0.99
962,0.05,8,3.0,True,5000,0.007670869585126638,0.99
963,0.05,7,4.0,True,5000,0.015312600880861282,0.99
964,0.05,7,4.0,True,5000,0.009261042810976505,0.99
965,0.05,7,4.0,True,5000,0.008303391747176647,0.99
966,0.05,7,4.0,True,5000,0.01829012855887413,0.99
967,0.05,9,2.0,True,5000,0.014667661860585213,0.99
968,0.05,9,2.0,True,5000,0.02673959918320179,0.99
969,0.05,7,4.0,True,5000,0.029102938249707222,0.99
970,0.05,7,4.0,True,5000,0.04676420986652374,0.99
971,0.05,9,2.0,True,5000,0.11489026248455048,0.99
972,0.05,9,2.0,True,5000,0.14402718842029572,0.99
973,0.05,7,4.0,True,5000,0.2832850217819214,0.99
974,0.05,7,4.0,True,5000,0.04358035326004028,0.99
975,0.05,7,4.0,True,5000,0.2629930377006531,0.99
976,0.05,7,4.0,True,5000,0.14071865379810333,0.99
977,0.05,7,4.0,True,5000,0.059022363275289536,0.99
978,0.05,7,4.0,True,5000,0.19566693902015686,0.99
979,0.05,7,4.0,True,5000,0.10161133110523224,0.99
980,0.05,9,2.0,True,5000,0.03721333295106888,0.99
981,0.05,9,2.0,True,5000,0.05476699396967888,0.99
982,0.05,7,4.0,True,5000,0.02185281366109848,0.99
983,0.05,7,4.0,True,5000,0.026485325768589973,0.99
984,0.05,7,4.0,True,5000,0.047269925475120544,0.99
985,0.05,7,4.0,True,5000,0.007971116341650486,0.99
986,0.05,9,2.0,True,5000,0.022820353507995605,0.99
987,0.05,7,4.0,True,5000,0.008714696392416954,0.99
988,0.05,9,2.0,True,5000,0.011907754465937614,0.99
989,0.05,7,4.0,True,5000,0.017357846722006798,0.99
990,0.05,8,3.0,True,5000,0.003253560047596693,0.99
991,0.05,7,4.0,True,5000,0.01457220409065485,0.99
992,0.05,7,4.0,True,5000,0.012016620486974716,0.99
993,0.05,7,4.0,True,5000,0.0034431845415383577,0.99
994,0.05,7,4.0,True,5000,0.005477819591760635,0.99
995,0.05,7,4.0,True,5000,0.01122552901506424,0.99
996,0.05,7,4.0,True,5000,0.003845497267320752,0.99
997,0.05,7,4.0,True,5000,0.0036898020189255476,0.99
998,0.05,7,4.0,True,5000,0.0052416035905480385,0.99
999,0.05,7,4.0,True,5000,0.0033404454588890076,0.99
1000,0.05,9,2.0,True,5000,0.0024965242482721806,0.99
1001,0.05,7,4.0,True,5000,0.0013171422760933638,0.99
1002,0.05,7,4.0,True,5000,0.00045567142660729587,0.99
1003,0.05,8,3.0,True,5000,0.0013176935026422143,0.99
1004,0.05,7,4.0,True,5000,0.0014386859256774187,0.99
1005,0.05,9,2.0,True,5000,0.000254524260526523,0.99
1006,0.05,7,4.0,True,5000,0.0010259115369990468,0.99
1007,0.05,9,2.0,True,5000,0.0006946480134502053,1.0
1008,0.05,7,4.0,True,5000,0.0007343780598603189,1.0
1009,0.05,7,4.0,True,5000,0.001784613123163581,1.0
1010,0.05,9,2.0,True,5000,0.0006167410174384713,1.0
1011,0.05,9,2.0,True,5000,0.00044395183795131743,1.0
1012,0.05,7,4.0,True,5000,0.0006942905019968748,1.0
1013,0.05,7,4.0,True,5000,0.0005471751210279763,1.0
1014,0.05,7,4.0,True,5000,0.000264722912106663,1.0
1015,0.05,7,4.0,True,5000,0.0008158219279721379,1.0
1016,0.05,7,4.0,True,5000,0.0008532251231372356,1.0
1017,0.05,7,4.0,True,5000,0.00015596488083247095,1.0
1018,0.05,7,4.0,True,5000,0.0005774380988441408,1.0
1019,0.05,9,2.0,True,5000,0.0005354181048460305,1.0
1020,0.05,7,4.0,True,5000,0.0006366310990415514,1.0
1021,0.05,7,4.0,True,5000,0.00031517434399574995,1.0
1022,0.05,7,4.0,True,5000,0.0003521390608511865,1.0
1023,0.05,7,4.0,True,5000,7.898366311565042e-05,1.0
1024,0.05,7,4.0,True,5000,0.0003062531759496778,1.0
1025,0.05,7,4.0,True,5000,0.0002567442716099322,1.0
1026,0.05,7,4.0,True,5000,0.00012579112080857158,1.0
1027,0.05,7,4.0,True,5000,0.00023357363534159958,1.0
1028,0.05,7,4.0,True,5000,0.00021340700914151967,1.0
1029,0.05,7,4.0,True,5000,0.0001640554837649688,1.0
1030,0.05,7,4.0,True,5000,0.0002670677495189011,1.0
1031,0.05,7,4.0,True,5000,0.00022645269928034395,1.0
1032,0.05,8,3.0,True,5000,6.887278141221032e-05,1.0
1033,0.05,7,4.0,True,5000,5.420301022240892e-05,1.0
1034,0.05,7,4.0,True,5000,4.735674156108871e-05,1.0
1035,0.05,7,4.0,True,5000,8.133470691973343e-05,1.0
1036,0.05,8,3.0,True,5000,4.339320366852917e-05,1.0
1037,0.05,7,4.0,True,5000,0.00015517040446866304,1.0
1038,0.05,7,4.0,True,5000,4.964121035300195e-05,1.0
1039,0.05,7,4.0,True,5000,2.1307798306224868e-05,1.0
1040,0.05,9,2.0,True,5000,7.612934859935194e-05,1.0
1041,0.05,7,4.0,True,5000,4.471703869057819e-05,1.0
1042,0.05,7,4.0,True,5000,3.8392518035834655e-05,1.0
1043,0.05,7,4.0,True,5000,5.6720917200436816e-05,1.0
1044,0.05,7,4.0,True,5000,1.9662087652250193e-05,1.0
1045,0.05,7,4.0,True,5000,2.9059463486191817e-05,1.0
1046,0.05,7,4.0,True,5000,5.12948572577443e-05,1.0
1047,0.05,7,4.0,True,5000,2.6835625249077566e-05,1.0
1048,0.05,11,0.0,True,5000,4.574197737383656e-05,1.0
1049,0.05,7,4.0,True,5000,7.716682739555836e-05,1.0
1050,0.05,8,3.0,True,5000,6.238029163796455e-05,1.0
1051,0.05,7,4.0,True,5000,2.0152743672952056e-05,1.0
1052,0.05,7,4.0,True,5000,3.070785169256851e-05,1.0
1053,0.05,7,4.0,True,5000,1.4509601896861568e-05,1.0
1054,0.05,9,2.0,True,5000,2.5167340936604887e-05,1.0
1055,0.05,7,4.0,True,5000,3.383927105460316e-05,1.0
1056,0.05,7,4.0,True,5000,1.1621926205407362e-05,1.0
1057,0.05,7,4.0,True,5000,7.411829756165389e-06,1.0
1058,0.05,9,2.0,True,5000,3.977504456997849e-05,1.0
1059,0.05,7,4.0,True,5000,1.1436308341217227e-05,1.0
1060,0.05,7,4.0,True,5000,2.8259059035917744e-05,1.0
1061,0.05,7,4.0,True,5000,1.810048706829548e-05,1.0
1062,0.05,7,4.0,True,5000,2.4982067770906724e-05,1.0
1063,0.05,7,4.0,True,5000,1.282129051105585e-05,1.0
1064,0.05,7,4.0,True,5000,2.6390865969005972e-05,1.0
1065,0.05,7,4.0,True,5000,1.1702803931257222e-05,1.0
1066,0.05,7,4.0,True,5000,8.172567504516337e-06,1.0
1067,0.05,7,4.0,True,5000,1.4361295143316966e-05,1.0
1068,0.05,7,4.0,True,5000,1.0795522030093707e-05,1.0
1069,0.05,9,2.0,True,5000,1.2744872947223485e-05,1.0
1070,0.05,7,4.0,True,5000,8.435416020802222e-06,1.0
1071,0.05,7,4.0,True,5000,1.310731386183761e-05,1.0
1072,0.05,7,4.0,True,5000,1.2864800737588666e-05,1.0
1073,0.05,7,4.0,True,5000,3.690616267704172e-06,1.0
1074,0.05,7,4.0,True,5000,1.2642924957617652e-05,1.0
1075,0.05,7,4.0,True,5000,1.7611781004234217e-05,1.0
1076,0.05,7,4.0,True,5000,1.2812643035431392e-05,1.0
1077,0.05,7,4.0,True,5000,1.2068232535966672e-05,1.0
1078,0.05,8,3.0,True,5000,1.754490949679166e-05,1.0
1079,0.05,7,4.0,True,5000,2.057249912468251e-05,1.0
1080,0.05,7,4.0,True,5000,9.175601007882506e-06,1.0
1081,0.05,7,4.0,True,5000,1.0051822755485773e-05,1.0
1082,0.05,7,4.0,True,5000,9.687502824817784e-06,1.0
1083,0.05,7,4.0,True,5000,1.397239429934416e-05,1.0
1084,0.05,7,4.0,True,5000,1.4732557247043587e-05,1.0
1085,0.05,7,4.0,True,5000,1.834508657339029e-05,1.0
1086,0.05,7,4.0,True,5000,8.305504707095679e-06,1.0
1087,0.05,7,4.0,True,5000,1.6899455658858642e-05,1.0
1088,0.05,8,3.0,True,5000,8.718301614862867e-06,1.0
1089,0.05,9,2.0,True,5000,1.2256867194082588e-05,1.0
1090,0.05,7,4.0,True,5000,9.03254567674594e-06,1.0
1091,0.05,7,4.0,True,5000,2.7512101041793358e-06,1.0
1092,0.05,7,4.0,True,5000,4.514246938924771e-06,1.0
1093,0.05,7,4.0,True,5000,7.090481631166767e-06,1.0
1094,0.05,7,4.0,True,5000,3.2030045531428186e-06,1.0
1095,0.05,7,4.0,True,5000,5.522623723663855e-06,1.0
1096,0.05,7,4.0,True,5000,2.6455334591446444e-05,1.0
1097,0.05,7,4.0,True,5000,2.0249637600500137e-05,1.0
1098,0.05,7,4.0,True,5000,5.877063358639134e-06,1.0
1099,0.05,7,4.0,True,5000,1.7660684534348547e-05,1.0
1100,0.05,7,4.0,True,5000,9.27883775148075e-06,1.0
1101,0.05,7,4.0,True,5000,1.4874503904138692e-06,1.0
1102,0.05,7,4.0,True,5000,1.255808092537336e-05,1.0
1103,0.05,7,4.0,True,5000,4.469311079446925e-06,1.0
1104,0.05,7,4.0,True,5000,5.798814527224749e-06,1.0
1105,0.05,8,3.0,True,5000,1.8279415598954074e-05,1.0
1106,0.05,7,4.0,True,5000,3.792457164308871e-06,1.0
1107,0.05,9,2.0,True,5000,1.717869599815458e-05,1.0
1108,0.05,7,4.0,True,5000,1.2269294529687613e-05,1.0
1109,0.05,7,4.0,True,5000,2.06011191039579e-05,1.0
1110,0.05,7,4.0,True,5000,9.10868402570486e-06,1.0
1111,0.05,9,2.0,True,5000,8.637782229925506e-06,1.0
1112,0.05,7,4.0,True,5000,2.311907110197353e-06,1.0
1113,0.05,8,3.0,True,5000,6.349052000587108e-06,1.0
1114,0.05,8,3.0,True,5000,7.5352718340582214e-06,1.0
1115,0.05,7,4.0,True,5000,7.325649676204193e-06,1.0
1116,0.05,7,4.0,True,5000,1.1871293281728867e-05,1.0
1117,0.05,7,4.0,True,5000,8.95392440725118e-06,1.0
1118,0.05,7,4.0,True,5000,4.619256287696771e-06,1.0
1119,0.05,8,3.0,True,5000,4.51185587735381e-06,1.0
1120,0.05,7,4.0,True,5000,2.9159116365917725e-06,1.0
1121,0.05,7,4.0,True,5000,3.7631389204761945e-06,1.0
1122,0.05,7,4.0,True,5000,2.977175654450548e-06,1.0
1123,0.05,7,4.0,True,5000,2.6538725705904653e-06,1.0
1124,0.05,7,4.0,True,5000,1.5576546275042347e-06,1.0
1125,0.05,7,4.0,True,5000,1.8633620584296295e-06,1.0
1126,0.05,7,4.0,True,5000,8.893806807463989e-06,1.0
1127,0.05,7,4.0,True,5000,1.8460228830008418e-06,1.0
1128,0.05,7,4.0,True,5000,1.8621651634020964e-06,1.0
1129,0.05,7,4.0,True,5000,1.2444975254766177e-06,1.0
1130,0.05,9,2.0,True,5000,1.0616455483614118e-06,1.0
1131,0.05,7,4.0,True,5000,3.1469946861761855e-06,1.0
1132,0.05,7,4.0,True,5000,1.7368611224810593e-06,1.0
1133,0.05,7,4.0,True,5000,3.0290848371805623e-06,1.0
1134,0.05,7,4.0,True,5000,7.725634532107506e-06,1.0
1135,0.05,7,4.0,True,5000,3.5196487715438707e-06,1.0
1136,0.05,7,4.0,True,5000,6.74793909638538e-07,1.0
1137,0.05,7,4.0,True,5000,9.701800536277005e-07,1.0
1138,0.05,7,4.0,True,5000,1.2895026202386362e-06,1.0
1139,0.05,7,4.0,True,5000,6.071642246752162e-07,1.0
1140,0.05,9,2.0,True,5000,2.2470346721092938e-06,1.0
1141,0.05,8,3.0,True,5000,7.297189313248964e-06,1.0
1142,0.05,7,4.0,True,5000,5.838213382958202e-06,1.0
1143,0.05,7,4.0,True,5000,4.058832132614043e-07,1.0
1144,0.05,7,4.0,True,5000,8.102972515189322e-07,1.0
1145,0.05,7,4.0,True,5000,5.939121479059395e-07,1.0
1146,0.05,7,4.0,True,5000,1.5435268778674072e-06,1.0
1147,0.05,7,4.0,True,5000,1.1658462426566985e-06,1.0
1148,0.05,7,4.0,True,5000,1.3451862059810082e-06,1.0
1149,0.05,7,4.0,True,5000,7.164238013501745e-06,1.0
1150,0.05,7,4.0,True,5000,5.204225885790947e-07,1.0
1151,0.05,7,4.0,True,5000,9.066848178918008e-07,1.0
1152,0.05,7,4.0,True,5000,1.3944547561095533e-07,1.0
1153,0.05,7,4.0,True,5000,3.867656062084279e-07,1.0
1154,0.05,7,4.0,True,5000,1.0237253036393668e-06,1.0
1155,0.05,7,4.0,True,5000,2.3569123186462093e-07,1.0
1156,0.05,9,2.0,True,5000,1.3596876442534267e-06,1.0
1157,0.05,9,2.0,True,5000,8.533346544936649e-07,1.0
1158,0.05,8,3.0,True,5000,1.6846190931119054e-07,1.0
1159,0.05,7,4.0,True,5000,1.0347573606850347e-06,1.0
1160,0.05,8,3.0,True,5000,5.805305818284978e-07,1.0
1161,0.05,8,3.0,True,5000,1.1090382940892596e-06,1.0
1162,0.05,7,4.0,True,5000,1.0077812930830987e-06,1.0
1163,0.05,7,4.0,True,5000,2.590171334304614e-06,1.0
1164,0.05,7,4.0,True,5000,6.310046501312172e-06,1.0
1165,0.05,7,4.0,True,5000,8.438428267254494e-07,1.0
1166,0.05,11,0.0,True,5000,1.7480068663644488e-06,1.0
1167,0.05,7,4.0,True,5000,2.846848872195551e-07,1.0
1168,0.05,7,4.0,True,5000,2.2742227656635805e-07,1.0
1169,0.05,10,1.0,True,5000,3.967552402173169e-07,1.0
1170,0.05,7,4.0,True,5000,4.453244457636174e-07,1.0
1171,0.05,8,3.0,True,5000,4.7353855734399986e-06,1.0
1172,0.05,7,4.0,True,5000,1.7474924334237585e-06,1.0
1173,0.05,7,4.0,True,5000,5.666223387379432e-06,1.0
1174,0.05,8,3.0,True,5000,6.07938204666425e-07,1.0
1175,0.05,10,1.0,True,5000,3.3941319088626187e-06,1.0
1176,0.05,7,4.0,True,5000,1.4599348787669442e-06,1.0
1177,0.05,8,3.0,True,5000,7.527538627982722e-07,1.0
1178,0.05,10,1.0,True,5000,7.988963375282765e-07,1.0
1179,0.05,7,4.0,True,5000,8.995375537779182e-07,1.0
1180,0.05,7,4.0,True,5000,4.4464508164310246e-07,1.0
1181,0.05,7,4.0,True,5000,1.7851447182692937e-06,1.0
1182,0.05,9,2.0,True,5000,3.693701273732586e-07,1.0
1183,0.05,7,4.0,True,5000,3.440556611167267e-06,1.0
1184,0.05,11,0.0,True,5000,5.054100711276988e-07,1.0
1185,0.05,7,4.0,True,5000,3.4887156630247773e-07,1.0
1186,0.05,7,4.0,True,5000,7.360876566053776e-07,1.0
1187,0.05,7,4.0,True,5000,5.170572308088595e-07,1.0
1188,0.05,8,3.0,True,5000,5.712105917154986e-07,1.0
1189,0.05,7,4.0,True,5000,6.300701329564617e-07,1.0
1190,0.05,7,4.0,True,5000,8.861376272761845e-07,1.0
1191,0.05,7,4.0,True,5000,3.0689440677633684e-07,1.0
1192,0.05,7,4.0,True,5000,1.1677179827529471e-06,1.0
1193,0.05,7,4.0,True,5000,6.59942713809869e-07,1.0
1194,0.05,7,4.0,True,5000,1.0911533081525704e-06,1.0
1195,0.05,7,4.0,True,5000,9.407142442796612e-07,1.0
1196,0.05,7,4.0,True,5000,3.7324036838981556e-07,1.0
1197,0.05,9,2.0,True,5000,5.905724833610293e-07,1.0
1198,0.05,9,2.0,True,5000,3.179748659931647e-07,1.0
1199,0.05,7,4.0,True,5000,5.1292215630383e-07,1.0
1200,0.05,7,4.0,True,5000,8.283961960842134e-07,1.0
1201,0.05,9,2.0,True,5000,7.228145477711223e-07,1.0
1202,0.05,7,4.0,True,5000,2.2297533632809063e-06,1.0
1203,0.05,7,4.0,True,5000,4.126366093260003e-06,1.0
1204,0.05,8,3.0,True,5000,2.711399702093331e-06,1.0
1205,0.05,7,4.0,True,5000,2.7928283543587895e-06,1.0
1206,0.05,7,4.0,True,5000,1.9734354737011017e-06,1.0
1207,0.05,7,4.0,True,5000,3.0799799333181e-06,1.0
1208,0.05,8,3.0,True,5000,2.068354206130607e-06,1.0
1209,0.05,7,4.0,True,5000,3.0019189125596313e-06,1.0
1210,0.05,8,3.0,True,5000,4.733828973257914e-06,1.0
1211,0.05,7,4.0,True,5000,3.34161518367182e-06,1.0
1212,0.05,8,3.0,True,5000,4.325865575083299e-06,1.0
1213,0.05,7,4.0,True,5000,2.6603936476021772e-06,1.0
1214,0.05,7,4.0,True,5000,6.9244692895154e-06,1.0
1215,0.05,7,4.0,True,5000,4.054285000165692e-06,1.0
1216,0.05,10,1.0,True,5000,1.7089894754462875e-05,1.0
1217,0.05,7,4.0,True,5000,1.2964532288606279e-05,1.0
1218,0.05,7,4.0,True,5000,3.6274232115829363e-05,1.0
1219,0.05,8,3.0,True,5000,1.841324774431996e-05,1.0
1220,0.05,7,4.0,True,5000,6.585058872587979e-05,1.0
1221,0.05,7,4.0,True,5000,1.888318729470484e-05,1.0
1222,0.05,8,3.0,True,5000,0.00014459552767220885,1.0
1223,0.05,7,4.0,True,5000,2.1144882339285687e-05,1.0
1224,0.05,7,4.0,True,5000,6.710896559525281e-05,1.0
1225,0.05,7,4.0,True,5000,7.09278101567179e-05,1.0
1226,0.05,7,4.0,True,5000,7.675529923290014e-05,1.0
1227,0.05,8,3.0,True,5000,9.22274703043513e-05,1.0
1228,0.05,7,4.0,True,5000,0.00010871463018702343,1.0
1229,0.05,10,1.0,True,5000,0.00031183729879558086,1.0
1230,0.05,7,4.0,True,5000,0.000664475024677813,1.0
1231,0.05,7,4.0,True,5000,0.0007797206053510308,1.0
1232,0.05,7,4.0,True,5000,0.0007667210884392262,1.0
1233,0.05,9,2.0,True,5000,0.0019007327500730753,1.0
1234,0.05,8,3.0,True,5000,0.005430464632809162,1.0
1235,0.05,7,4.0,True,5000,0.0013024836080148816,1.0
1236,0.05,7,4.0,True,5000,0.014554327353835106,1.0
1237,0.05,9,2.0,True,5000,0.004856521729379892,1.0
1238,0.05,9,2.0,True,5000,0.001258028787560761,1.0
1239,0.05,7,4.0,True,5000,0.005845554172992706,1.0
1240,0.05,7,4.0,True,5000,0.0008294917643070221,1.0
1241,0.05,7,4.0,True,5000,0.003427942283451557,1.0
1242,0.05,7,4.0,True,5000,0.006584840826690197,1.0
1243,0.05,7,4.0,True,5000,0.0030023513827472925,1.0
1244,0.05,7,4.0,True,5000,0.007809569593518972,1.0
1245,0.05,8,3.0,True,5000,0.01773584634065628,1.0
1246,0.05,7,4.0,True,5000,0.007572243455797434,1.0
1247,0.05,7,4.0,True,5000,0.04392649233341217,1.0
1248,0.05,7,4.0,True,5000,0.007493116892874241,1.0
1249,0.05,8,3.0,True,5000,0.03372986614704132,1.0
1250,0.05,9,2.0,True,5000,0.023138197138905525,1.0
1251,0.05,7,4.0,True,5000,0.0762450098991394,1.0
1252,0.05,9,2.0,True,5000,0.02720499411225319,1.0
1253,0.05,7,4.0,True,5000,0.06355571746826172,1.0
1254,0.05,7,4.0,True,5000,0.021531907841563225,1.0
1255,0.05,7,4.0,True,5000,0.031060026958584785,1.0
1256,0.05,7,4.0,True,5000,0.007461403962224722,1.0
1257,0.05,7,4.0,True,5000,0.012823578901588917,1.0
1258,0.05,7,4.0,True,5000,0.01943834498524666,1.0
1259,0.05,9,2.0,True,5000,0.006284043658524752,1.0
1260,0.05,7,4.0,True,5000,0.02008407935500145,1.0
1261,0.05,7,4.0,True,5000,0.005689951125532389,1.0
1262,0.05,7,4.0,True,5000,0.004446126986294985,1.0
1263,0.05,7,4.0,True,5000,0.01452669594436884,1.0
1264,0.05,7,4.0,True,5000,0.0037974726874381304,1.0
1265,0.05,7,4.0,True,5000,0.010463920421898365,1.0
1266,0.05,7,4.0,True,5000,0.0077714500948786736,1.0
1267,0.05,7,4.0,True,5000,0.0021920292638242245,1.0
1268,0.05,7,4.0,True,5000,0.0027683954685926437,1.0
1269,0.05,7,4.0,True,5000,0.0016299744602292776,1.0
1270,0.05,7,4.0,True,5000,0.0036443197168409824,1.0
1271,0.05,7,4.0,True,5000,0.0052579594776034355,1.0
1272,0.05,7,4.0,True,5000,0.00850952323526144,1.0
1273,0.05,7,4.0,True,5000,0.004625416826456785,1.0
1274,0.05,7,4.0,True,5000,0.002199169946834445,1.0
1275,0.05,9,2.0,True,5000,0.003491682233288884,1.0
1276,0.05,7,4.0,True,5000,0.0010083237430080771,1.0
1277,0.05,7,4.0,True,5000,0.0034321495331823826,1.0
1278,0.05,8,3.0,True,5000,0.0009925984777510166,1.0
1279,0.05,9,2.0,True,5000,0.0005879292148165405,1.0
1280,0.05,7,4.0,True,5000,0.00037664728006348014,1.0
1281,0.05,7,4.0,True,5000,0.00048700839397497475,1.0
1282,0.05,7,4.0,True,5000,0.0005421164096333086,1.0
1283,0.05,7,4.0,True,5000,0.00038065973785705864,1.0
1284,0.05,7,4.0,True,5000,0.0011554858647286892,1.0
1285,0.05,9,2.0,True,5000,0.00030412146588787436,1.0
1286,0.05,7,4.0,True,5000,0.0024580094031989574,1.0
1287,0.05,7,4.0,True,5000,0.0005829064175486565,1.0
