episode,epsilon,moves,raw_return,train_return,won,replay_size,updates,loss,lr,rolling_success_100,beta
2628,0.26444,1,10.0,10.0,True,19113,18660,3.9386215209960938,0.0005918793346731027,0.83,0.78538
2629,0.26416,45,-45.0,-45.2,False,19154,18705,3.925075054168701,0.0005917357255856296,0.83,0.7862800000000001
2630,0.26388,1,10.0,10.0,True,19155,18706,3.3314974308013916,0.0005915920879496766,0.83,0.7863
2631,0.2636,8,3.0,3.2,True,19163,18714,6.109604358673096,0.0005914484217941751,0.83,0.7864599999999999
2632,0.26332,2,9.0,9.2,True,19165,18716,3.8762359619140625,0.0005913047271480625,0.84,0.7865
2633,0.26304,3,8.0,8.4,True,19168,18719,4.0301337242126465,0.000591161004040282,0.84,0.7865599999999999
2634,0.26276,4,7.0,7.2,True,19172,18723,4.528525352478027,0.0005910172524997821,0.84,0.78664
2635,0.26248,1,10.0,10.0,True,19173,18724,5.30659294128418,0.0005908734725555176,0.84,0.7866599999999999
2636,0.2622,1,10.0,10.0,True,19174,18725,4.760234832763672,0.0005907296642364485,0.84,0.78668
2637,0.26192,19,-28.0,-28.0,False,19193,18744,3.321937322616577,0.0005905858275715408,0.83,0.7870600000000001
2638,0.26164,1,10.0,10.0,True,19194,18745,4.853376388549805,0.0005904419625897663,0.83,0.78708
2639,0.26136,2,-11.0,-10.8,False,19196,18747,6.0099077224731445,0.0005902980693201021,0.83,0.78712
2640,0.26108,3,-12.0,-12.0,False,19199,18750,4.419777870178223,0.0005901541477915314,0.82,0.78718
2641,0.2608,6,5.0,5.6,True,19205,18756,4.8841423988342285,0.0005900101980330428,0.82,0.7873
2642,0.26052,11,0.0,0.4,True,19216,18767,5.675817966461182,0.0005898662200736312,0.82,0.78752
2643,0.26024,1,10.0,10.0,True,19217,18768,4.117081642150879,0.0005897222139422962,0.82,0.78754
2644,0.25996,4,7.0,7.6,True,19221,18772,4.313567638397217,0.0005895781796680436,0.82,0.78762
2645,0.25968,8,3.0,3.6,True,19229,18780,3.961570978164673,0.0005894341172798851,0.82,0.7877799999999999
2646,0.2594,4,7.0,7.2,True,19233,18784,3.9463326930999756,0.0005892900268068378,0.82,0.78786
2647,0.25912,3,-12.0,-12.0,False,19236,18787,4.466034889221191,0.0005891459082779245,0.81,0.78792
2648,0.25884,8,3.0,3.6,True,19244,18795,4.21815299987793,0.0005890017617221733,0.81,0.7880800000000001
2649,0.25856,3,8.0,8.4,True,19247,18798,3.6823079586029053,0.0005888575871686187,0.81,0.7881400000000001
2650,0.25828,4,7.0,7.2,True,19251,18802,5.066783905029297,0.0005887133846463002,0.81,0.78822
2651,0.258,9,2.0,2.8,True,19260,18811,4.0741190910339355,0.0005885691541842631,0.81,0.7884
2652,0.25772,3,8.0,8.4,True,19263,18814,3.9353368282318115,0.0005884248958115584,0.82,0.7884599999999999
2653,0.25744,3,8.0,8.4,True,19266,18817,4.065750598907471,0.0005882806095572428,0.82,0.78852
2654,0.25716,1,10.0,10.0,True,19267,18818,4.380453586578369,0.0005881362954503784,0.82,0.78854
2655,0.25688,2,9.0,9.2,True,19269,18820,4.134870529174805,0.0005879919535200331,0.82,0.7885800000000001
2656,0.2566,5,6.0,6.4,True,19274,18825,5.3179707527160645,0.0005878475837952802,0.82,0.78868
2657,0.25632,2,9.0,9.2,True,19276,18827,5.51031494140625,0.0005877031863051989,0.82,0.7887200000000001
2658,0.25604,4,7.0,7.6,True,19280,18831,4.962568759918213,0.0005875587610788736,0.83,0.7888
2659,0.25576,1,10.0,10.0,True,19281,18832,4.430609703063965,0.0005874143081453946,0.83,0.7888200000000001
2660,0.25548,1,-10.0,-10.0,False,19282,18833,3.6967647075653076,0.0005872698275338578,0.82,0.78884
2661,0.2552,1,10.0,10.0,True,19283,18834,4.371657371520996,0.0005871253192733644,0.82,0.78886
2662,0.25492,20,-9.0,-8.4,True,19303,18854,3.8520426750183105,0.0005869807833930214,0.82,0.7892600000000001
2663,0.25464,1,10.0,10.0,True,19304,18855,3.522582530975342,0.0005868362199219413,0.82,0.78928
2664,0.25436,3,8.0,8.4,True,19307,18858,4.2865519523620605,0.000586691628889242,0.82,0.78934
2665,0.25408,6,5.0,5.2,True,19313,18864,4.168109893798828,0.0005865470103240472,0.82,0.78946
2666,0.2538,6,5.0,5.6,True,19319,18870,4.369077205657959,0.000586402364255486,0.83,0.78958
2667,0.25352,3,8.0,8.0,True,19322,18873,3.507856845855713,0.0005862576907126931,0.83,0.78964
2668,0.25324,10,1.0,1.6,True,19332,18883,4.553696155548096,0.0005861129897248088,0.84,0.7898400000000001
2669,0.25296,2,-11.0,-10.8,False,19334,18885,3.6916134357452393,0.0005859682613209787,0.83,0.78988
2670,0.25268,15,-24.0,-24.0,False,19349,18900,4.1159210205078125,0.0005858235055303543,0.82,0.79018
2671,0.2524,13,-2.0,-2.0,True,19362,18913,3.6794800758361816,0.0005856787223820923,0.82,0.79044
2672,0.25212,2,9.0,9.2,True,19364,18915,4.676112174987793,0.0005855339119053547,0.82,0.7904800000000001
2673,0.25184,2,9.0,9.2,True,19366,18917,4.520959377288818,0.0005853890741293096,0.82,0.7905200000000001
2674,0.25156,4,-13.0,-12.8,False,19370,18921,3.983856678009033,0.0005852442090831303,0.81,0.7906
2675,0.25128,5,6.0,6.8,True,19375,18926,3.7050819396972656,0.0005850993167959955,0.82,0.7907
2676,0.251,1,10.0,10.0,True,19376,18927,3.4796395301818848,0.0005849543972970896,0.82,0.7907200000000001
2677,0.25072,3,8.0,8.4,True,19379,18930,3.413255214691162,0.0005848094506156021,0.82,0.79078
2678,0.25044,5,6.0,6.4,True,19384,18935,3.922001600265503,0.0005846644767807284,0.82,0.79088
2679,0.25016,3,8.0,8.4,True,19387,18938,4.465288162231445,0.0005845194758216692,0.83,0.79094
2680,0.24988,2,9.0,9.2,True,19389,18940,4.912714004516602,0.0005843744477676306,0.83,0.79098
2681,0.2496,2,9.0,9.2,True,19391,18942,3.651655673980713,0.0005842293926478243,0.83,0.7910200000000001
2682,0.24932,3,8.0,8.4,True,19394,18945,3.6109280586242676,0.0005840843104914675,0.83,0.79108
2683,0.24904,6,-15.0,-14.4,False,19400,18951,3.745455503463745,0.0005839392013277824,0.82,0.7912
2684,0.24876,2,-11.0,-10.8,False,19402,18953,4.46923828125,0.0005837940651859971,0.81,0.7912399999999999
2685,0.24848,4,7.0,7.2,True,19406,18957,3.9527974128723145,0.000583648902095345,0.82,0.79132
2686,0.2482,1,10.0,10.0,True,19407,18958,4.818846225738525,0.000583503712085065,0.82,0.7913399999999999
2687,0.24792,3,8.0,8.4,True,19410,18961,3.3428521156311035,0.0005833584951844014,0.83,0.7914
2688,0.24764,6,5.0,5.6,True,19416,18967,4.2314581871032715,0.0005832132514226035,0.83,0.79152
2689,0.24736,1,10.0,10.0,True,19417,18968,4.581431865692139,0.0005830679808289268,0.83,0.7915399999999999
2690,0.24708,3,8.0,8.4,True,19420,18971,4.508612155914307,0.0005829226834326316,0.84,0.7916
2691,0.2468,3,8.0,8.4,True,19423,18974,3.82287335395813,0.0005827773592629835,0.84,0.79166
2692,0.24652,3,8.0,8.4,True,19426,18977,5.071957111358643,0.0005826320083492543,0.84,0.79172
2693,0.24624,5,6.0,6.4,True,19431,18982,4.480818271636963,0.0005824866307207203,0.84,0.79182
2694,0.24596,3,8.0,8.4,True,19434,18985,4.619208812713623,0.0005823412264066636,0.84,0.79188
2695,0.24568,3,8.0,8.4,True,19437,18988,3.795976161956787,0.0005821957954363716,0.84,0.7919400000000001
2696,0.2454,4,7.0,7.6,True,19441,18992,3.8768348693847656,0.0005820503378391371,0.84,0.79202
2697,0.24512,3,8.0,8.4,True,19444,18995,4.354529857635498,0.0005819048536442582,0.84,0.79208
2698,0.24484,2,-11.0,-10.8,False,19446,18997,4.336848735809326,0.0005817593428810386,0.83,0.7921199999999999
2699,0.24456,7,4.0,4.4,True,19453,19004,4.9319963455200195,0.0005816138055787869,0.83,0.79226
2700,0.24428,1,10.0,10.0,True,19454,19005,5.5651445388793945,0.0005814682417668173,0.83,0.7922800000000001
2701,0.244,1,-10.0,-10.0,False,19455,19006,5.72538948059082,0.0005813226514744495,0.82,0.7923
2702,0.24372,3,-12.0,-11.6,False,19458,19009,4.583680152893066,0.0005811770347310082,0.81,0.79236
2703,0.24344,5,6.0,6.4,True,19463,19014,4.2189459800720215,0.0005810313915658238,0.81,0.7924599999999999
2704,0.24316,2,9.0,9.2,True,19465,19016,4.3353962898254395,0.0005808857220082318,0.81,0.7925
2705,0.24288,2,-11.0,-11.2,False,19467,19018,3.2797722816467285,0.0005807400260875728,0.8,0.79254
2706,0.2426,1,10.0,10.0,True,19468,19019,3.7792932987213135,0.0005805943038331931,0.81,0.7925599999999999
2707,0.24232,1,-10.0,-10.0,False,19469,19020,3.693490982055664,0.0005804485552744441,0.8,0.7925800000000001
2708,0.24204,6,5.0,5.6,True,19475,19026,5.104153633117676,0.0005803027804406824,0.8,0.7927
2709,0.24176,3,8.0,8.4,True,19478,19029,4.195927143096924,0.0005801569793612704,0.81,0.7927599999999999
2710,0.24148,1,10.0,10.0,True,19479,19030,4.377875804901123,0.0005800111520655753,0.81,0.79278
2711,0.2412,5,6.0,6.0,True,19484,19035,4.314510822296143,0.0005798652985829695,0.81,0.79288
2712,0.24092,7,4.0,4.4,True,19491,19042,3.8827552795410156,0.0005797194189428312,0.81,0.7930200000000001
2713,0.24064,3,8.0,8.4,True,19494,19045,3.0887389183044434,0.0005795735131745433,0.82,0.79308
2714,0.24036,6,5.0,5.2,True,19500,19051,4.744848251342773,0.0005794275813074942,0.82,0.7932
2715,0.24008,1,-10.0,-10.0,False,19501,19052,3.502842903137207,0.0005792816233710778,0.81,0.79322
2716,0.2398,3,8.0,8.4,True,19504,19055,3.7927017211914062,0.0005791356393946928,0.81,0.79328
2717,0.23952,4,7.0,7.6,True,19508,19059,3.997291326522827,0.0005789896294077435,0.81,0.7933600000000001
2718,0.23924,5,6.0,6.4,True,19513,19064,3.4464502334594727,0.0005788435934396392,0.81,0.79346
2719,0.23896,7,4.0,4.8,True,19520,19071,3.136630058288574,0.0005786975315197946,0.82,0.7936000000000001
2720,0.23868,4,7.0,7.6,True,19524,19075,5.393016815185547,0.0005785514436776296,0.83,0.7936799999999999
2721,0.2384,2,9.0,9.2,True,19526,19077,4.628102779388428,0.0005784053299425692,0.83,0.79372
2722,0.23812,1,10.0,10.0,True,19527,19078,3.8611361980438232,0.0005782591903440437,0.83,0.79374
2723,0.23784,3,8.0,8.4,True,19530,19081,4.707211971282959,0.0005781130249114886,0.83,0.7938000000000001
2724,0.23756,2,9.0,9.2,True,19532,19083,4.194005489349365,0.0005779668336743447,0.83,0.79384
2725,0.23728,11,0.0,0.8,True,19543,19094,3.9162511825561523,0.0005778206166620578,0.83,0.79406
2726,0.237,2,9.0,9.2,True,19545,19096,3.563467025756836,0.0005776743739040792,0.83,0.7941
2727,0.23672,1,-10.0,-10.0,False,19546,19097,3.9888765811920166,0.000577528105429865,0.82,0.79412
2728,0.23644,2,9.0,9.2,True,19548,19099,4.18009090423584,0.0005773818112688768,0.82,0.79416
2729,0.23616,4,7.0,7.6,True,19552,19103,4.354603290557861,0.000577235491450581,0.83,0.7942400000000001
2730,0.23588,14,-3.0,-2.4,True,19566,19117,4.582456111907959,0.0005770891460044498,0.83,0.79452
2731,0.2356,20,-9.0,-8.4,True,19586,19137,4.829215049743652,0.0005769427749599598,0.83,0.7949200000000001
2732,0.23532,1,10.0,10.0,True,19587,19138,3.022817850112915,0.0005767963783465933,0.83,0.79494
2733,0.23504,5,6.0,6.8,True,19592,19143,4.208595275878906,0.0005766499561938376,0.83,0.79504
2734,0.23476,2,9.0,9.2,True,19594,19145,4.902574062347412,0.0005765035085311851,0.83,0.79508
2735,0.23448,1,10.0,10.0,True,19595,19146,4.606582164764404,0.0005763570353881333,0.83,0.7950999999999999
2736,0.2342,3,8.0,8.4,True,19598,19149,3.6517136096954346,0.0005762105367941849,0.83,0.79516
2737,0.23392,6,5.0,6.0,True,19604,19155,4.2700114250183105,0.0005760640127788479,0.84,0.79528
2738,0.23364,3,8.0,8.4,True,19607,19158,4.770283222198486,0.000575917463371635,0.84,0.79534
2739,0.23336,1,10.0,10.0,True,19608,19159,4.034282207489014,0.0005757708886020643,0.85,0.7953600000000001
2740,0.23308,3,8.0,8.4,True,19611,19162,4.446287155151367,0.000575624288499659,0.86,0.79542
2741,0.2328,1,-10.0,-10.0,False,19612,19163,3.655838966369629,0.0005754776630939474,0.85,0.79544
2742,0.23252,9,2.0,2.4,True,19621,19172,4.4494452476501465,0.0005753310124144629,0.85,0.79562
2743,0.23224,5,6.0,6.4,True,19626,19177,3.5882139205932617,0.0005751843364907439,0.85,0.79572
2744,0.23196,2,9.0,9.2,True,19628,19179,3.741877555847168,0.0005750376353523339,0.85,0.79576
2745,0.23168,4,7.0,7.6,True,19632,19183,4.268722057342529,0.0005748909090287816,0.85,0.79584
2746,0.2314,6,5.0,5.6,True,19638,19189,4.018416404724121,0.0005747441575496405,0.85,0.79596
2747,0.23112,4,-13.0,-13.2,False,19642,19193,4.568044185638428,0.0005745973809444695,0.85,0.7960400000000001
2748,0.23084,5,6.0,6.4,True,19647,19198,3.861423969268799,0.0005744505792428326,0.85,0.7961400000000001
2749,0.23056,3,8.0,8.4,True,19650,19201,4.739173412322998,0.0005743037524742982,0.85,0.7962
2750,0.23028,1,10.0,10.0,True,19651,19202,4.791985511779785,0.0005741569006684407,0.85,0.7962199999999999
2751,0.23,2,9.0,9.2,True,19653,19204,4.511516571044922,0.0005740100238548388,0.85,0.79626
2752,0.22972,10,1.0,2.0,True,19663,19214,4.56054162979126,0.0005738631220630765,0.85,0.79646
2753,0.22944,2,9.0,9.2,True,19665,19216,3.679138422012329,0.000573716195322743,0.85,0.7965
2754,0.22916,4,7.0,7.2,True,19669,19220,3.45676589012146,0.0005735692436634321,0.85,0.7965800000000001
2755,0.22888,5,6.0,6.4,True,19674,19225,4.506131172180176,0.0005734222671147432,0.85,0.79668
2756,0.2286,7,4.0,4.4,True,19681,19232,4.427621841430664,0.00057327526570628,0.85,0.7968200000000001
2757,0.22832,3,8.0,8.4,True,19684,19235,4.715094566345215,0.000573128239467652,0.85,0.79688
2758,0.22804,9,2.0,2.4,True,19693,19244,4.04397439956665,0.000572981188428473,0.85,0.79706
2759,0.22776,9,-18.0,-17.6,False,19702,19253,4.284050941467285,0.0005728341126183624,0.84,0.79724
2760,0.22748,19,-8.0,-7.6,True,19721,19272,4.313773155212402,0.0005726870120669439,0.85,0.79762
2761,0.2272,2,9.0,9.2,True,19723,19274,4.472641944885254,0.0005725398868038468,0.85,0.79766
2762,0.22692,17,-6.0,-5.2,True,19740,19291,5.191481113433838,0.0005723927368587049,0.85,0.798
2763,0.22664,5,6.0,6.4,True,19745,19296,3.692040205001831,0.0005722455622611576,0.85,0.7981
2764,0.22636,1,10.0,10.0,True,19746,19297,6.431955814361572,0.0005720983630408487,0.85,0.7981199999999999
2765,0.22608,5,6.0,6.8,True,19751,19302,3.8505806922912598,0.0005719511392274271,0.85,0.7982199999999999
2766,0.2258,5,-14.0,-14.0,False,19756,19307,3.308835029602051,0.0005718038908505466,0.84,0.79832
2767,0.22552,8,3.0,3.6,True,19764,19315,4.412928581237793,0.0005716566179398663,0.84,0.7984800000000001
2768,0.22524,6,5.0,5.6,True,19770,19321,4.6934733390808105,0.0005715093205250497,0.84,0.7986
2769,0.22496,4,7.0,7.6,True,19774,19325,3.9210519790649414,0.0005713619986357658,0.85,0.7986800000000001
2770,0.22468,8,3.0,3.6,True,19782,19333,3.7778196334838867,0.0005712146523016882,0.86,0.79884
2771,0.2244,1,-10.0,-10.0,False,19783,19334,3.7563741207122803,0.0005710672815524952,0.85,0.7988599999999999
2772,0.22412,11,0.0,0.4,True,19794,19345,4.07658576965332,0.0005709198864178706,0.85,0.79908
2773,0.22384,2,-11.0,-10.8,False,19796,19347,3.688676595687866,0.0005707724669275025,0.84,0.79912
2774,0.22356,2,9.0,9.2,True,19798,19349,4.343993186950684,0.0005706250231110845,0.85,0.7991600000000001
2775,0.22328,4,7.0,7.2,True,19802,19353,3.185153007507324,0.0005704775549983147,0.85,0.79924
2776,0.223,5,-14.0,-14.0,False,19807,19358,5.64929723739624,0.0005703300626188961,0.84,0.7993399999999999
2777,0.22272,2,9.0,9.2,True,19809,19360,4.067172050476074,0.0005701825460025368,0.84,0.79938
2778,0.22244,1,-10.0,-10.0,False,19810,19361,3.5649051666259766,0.0005700350051789496,0.83,0.7994
2779,0.22216,1,10.0,10.0,True,19811,19362,4.249329090118408,0.0005698874401778523,0.83,0.79942
2780,0.22188,2,9.0,9.2,True,19813,19364,3.976851463317871,0.0005697398510289676,0.83,0.7994600000000001
2781,0.2216,15,-4.0,-3.6,True,19828,19379,4.227897644042969,0.0005695922377620228,0.83,0.79976
2782,0.22132,1,-10.0,-10.0,False,19829,19380,3.695173501968384,0.0005694446004067504,0.82,0.7997799999999999
2783,0.22104,2,9.0,9.2,True,19831,19382,4.841999530792236,0.0005692969389928874,0.83,0.79982
2784,0.22076,9,2.0,2.4,True,19840,19391,3.203901767730713,0.000569149253550176,0.84,0.8
2785,0.22048,4,7.0,7.6,True,19844,19395,4.981607913970947,0.000569001544108363,0.84,0.8000799999999999
2786,0.2202,34,-23.0,-22.8,True,19878,19429,3.426629066467285,0.0005688538106972003,0.84,0.80076
2787,0.21992,2,-11.0,-10.8,False,19880,19431,5.548956394195557,0.0005687060533464441,0.83,0.8008
2788,0.21964,4,7.0,7.6,True,19884,19435,3.81351375579834,0.000568558272085856,0.83,0.80088
2789,0.21936,3,8.0,8.4,True,19887,19438,4.044731616973877,0.0005684104669452019,0.83,0.80094
2790,0.21908,1,10.0,10.0,True,19888,19439,3.9495744705200195,0.000568262637954253,0.83,0.80096
2791,0.2188,9,2.0,2.4,True,19897,19448,2.877441883087158,0.0005681147851427852,0.83,0.80114
2792,0.21852,2,9.0,9.2,True,19899,19450,4.194203853607178,0.000567966908540579,0.83,0.80118
2793,0.21824,10,1.0,1.2,True,19909,19460,4.515661239624023,0.0005678190081774197,0.83,0.80138
2794,0.21796,4,7.0,7.6,True,19913,19464,5.197903156280518,0.0005676710840830974,0.83,0.8014600000000001
2795,0.21768,4,7.0,7.6,True,19917,19468,3.0712296962738037,0.0005675231362874073,0.83,0.80154
2796,0.2174,5,6.0,6.4,True,19922,19473,3.588421106338501,0.0005673751648201489,0.83,0.80164
2797,0.21712,8,3.0,3.6,True,19930,19481,3.5700337886810303,0.0005672271697111268,0.83,0.8018000000000001
2798,0.21684,3,8.0,8.4,True,19933,19484,4.10769510269165,0.0005670791509901501,0.84,0.80186
2799,0.21656,4,7.0,7.6,True,19937,19488,4.7632317543029785,0.000566931108687033,0.84,0.8019400000000001
2800,0.21628,45,-34.0,-33.6,True,19982,19533,5.245906829833984,0.0005667830428315941,0.84,0.80284
2801,0.216,1,10.0,10.0,True,19983,19534,4.534857749938965,0.000566634953453657,0.85,0.80286
2802,0.21572,1,10.0,10.0,True,19984,19535,4.344022750854492,0.0005664868405830497,0.86,0.80288
2803,0.21544,2,9.0,9.2,True,19986,19537,3.880474328994751,0.0005663387042496056,0.86,0.8029200000000001
2804,0.21516,2,9.0,9.2,True,19988,19539,4.670643329620361,0.000566190544483162,0.86,0.80296
2805,0.21488,1,10.0,10.0,True,19989,19540,4.136107444763184,0.0005660423613135614,0.87,0.80298
2806,0.2146,4,7.0,7.6,True,19993,19544,4.516571998596191,0.0005658941547706511,0.87,0.80306
2807,0.21432,10,1.0,1.6,True,20000,19554,4.3814697265625,0.0005657459248842826,0.88,0.8032600000000001
2808,0.21404,1,-10.0,-10.0,False,20000,19555,4.164346694946289,0.0005655976716843129,0.87,0.80328
2809,0.21376,7,-16.0,-16.0,False,20000,19562,3.8311123847961426,0.000565449395200603,0.86,0.80342
2810,0.21348,4,7.0,7.6,True,20000,19566,4.193346977233887,0.0005653010954630187,0.86,0.8035
2811,0.2132,2,9.0,9.2,True,20000,19568,4.486621856689453,0.0005651527725014307,0.86,0.8035399999999999
2812,0.21292,1,10.0,10.0,True,20000,19569,4.270178318023682,0.0005650044263457144,0.86,0.80356
2813,0.21264,8,3.0,4.0,True,20000,19577,3.4570071697235107,0.0005648560570257497,0.86,0.80372
2814,0.21236,4,7.0,7.6,True,20000,19581,3.85691237449646,0.0005647076645714212,0.86,0.8038000000000001
2815,0.21208,8,3.0,3.2,True,20000,19589,3.2857775688171387,0.0005645592490126182,0.87,0.80396
2816,0.2118,20,-29.0,-28.8,False,20000,19609,3.789496898651123,0.0005644108103792345,0.86,0.80436
2817,0.21152,3,8.0,8.4,True,20000,19612,4.639770984649658,0.0005642623487011689,0.86,0.80442
2818,0.21124,3,8.0,8.0,True,20000,19615,3.182652711868286,0.0005641138640083245,0.86,0.8044800000000001
2819,0.21096,1,-10.0,-10.0,False,20000,19616,4.181644916534424,0.0005639653563306092,0.85,0.8045
2820,0.21068,1,10.0,10.0,True,20000,19617,4.274529933929443,0.0005638168256979353,0.85,0.80452
2821,0.2104,1,10.0,10.0,True,20000,19618,4.397915840148926,0.0005636682721402201,0.85,0.80454
2822,0.21012,1,10.0,10.0,True,20000,19619,4.7647528648376465,0.0005635196956873853,0.85,0.8045599999999999
2823,0.20984,3,8.0,8.4,True,20000,19622,4.212305545806885,0.0005633710963693573,0.85,0.80462
2824,0.20956,6,5.0,5.2,True,20000,19628,3.3045854568481445,0.0005632224742160669,0.85,0.80474
2825,0.20928,3,8.0,8.4,True,20000,19631,4.311041831970215,0.0005630738292574498,0.85,0.8048
2826,0.209,1,10.0,10.0,True,20000,19632,3.605588912963867,0.0005629251615234461,0.85,0.80482
2827,0.20872,2,9.0,9.2,True,20000,19634,2.677293539047241,0.0005627764710440005,0.86,0.8048599999999999
2828,0.20844,2,9.0,9.2,True,20000,19636,3.3527684211730957,0.0005626277578490624,0.86,0.8049
2829,0.20816,1,10.0,10.0,True,20000,19637,4.200089454650879,0.0005624790219685854,0.86,0.80492
2830,0.20788,2,9.0,9.2,True,20000,19639,4.18628454208374,0.0005623302634325284,0.86,0.8049600000000001
2831,0.2076,12,-1.0,-0.4,True,20000,19651,5.549892425537109,0.000562181482270854,0.86,0.8052
2832,0.20732,3,8.0,8.4,True,20000,19654,3.834237575531006,0.00056203267851353,0.86,0.8052600000000001
2833,0.20704,2,9.0,9.2,True,20000,19656,4.231417179107666,0.0005618838521905285,0.86,0.8053
2834,0.20676,3,8.0,8.4,True,20000,19659,4.621783256530762,0.0005617350033318262,0.86,0.8053600000000001
2835,0.20648,3,8.0,8.4,True,20000,19662,4.078065872192383,0.0005615861319674042,0.86,0.80542
2836,0.2062,1,10.0,10.0,True,20000,19663,3.882711887359619,0.0005614372381272484,0.86,0.8054399999999999
2837,0.20592,3,8.0,8.4,True,20000,19666,4.013798713684082,0.000561288321841349,0.86,0.8055
2838,0.20564,10,1.0,2.0,True,20000,19676,4.039073944091797,0.0005611393831397006,0.86,0.8057000000000001
2839,0.20536,3,8.0,8.4,True,20000,19679,3.9182872772216797,0.0005609904220523028,0.86,0.80576
2840,0.20508,2,9.0,9.2,True,20000,19681,3.7022202014923096,0.0005608414386091593,0.86,0.8058000000000001
2841,0.2048,1,10.0,10.0,True,20000,19682,3.6661453247070312,0.0005606924328402784,0.87,0.80582
2842,0.20452,7,-16.0,-16.0,False,20000,19689,4.309429168701172,0.0005605434047756729,0.86,0.80596
2843,0.20424,2,9.0,9.2,True,20000,19691,4.145092010498047,0.0005603943544453602,0.86,0.806
2844,0.20396,3,8.0,8.4,True,20000,19694,4.589517593383789,0.0005602452818793619,0.86,0.80606
2845,0.20368,5,-14.0,-14.0,False,20000,19699,3.114531993865967,0.0005600961871077045,0.85,0.80616
2846,0.2034,3,-12.0,-12.0,False,20000,19702,3.0676732063293457,0.0005599470701604186,0.84,0.80622
2847,0.20312,1,10.0,10.0,True,20000,19703,3.9949471950531006,0.0005597979310675396,0.85,0.8062400000000001
2848,0.20284,1,-10.0,-10.0,False,20000,19704,3.901468515396118,0.0005596487698591068,0.84,0.80626
2849,0.20256,5,6.0,6.8,True,20000,19709,3.8406178951263428,0.0005594995865651647,0.84,0.80636
2850,0.20228,4,7.0,7.6,True,20000,19713,4.289242267608643,0.0005593503812157617,0.84,0.80644
2851,0.202,4,7.0,7.2,True,20000,19717,4.422938346862793,0.0005592011538409508,0.84,0.80652
2852,0.20172,9,2.0,2.4,True,20000,19726,5.069772720336914,0.0005590519044707895,0.84,0.8067
2853,0.20144,3,8.0,8.4,True,20000,19729,4.014988899230957,0.0005589026331353396,0.84,0.80676
2854,0.20116,13,-2.0,-1.2,True,20000,19742,3.6686697006225586,0.0005587533398646675,0.84,0.8070200000000001
2855,0.20088,5,6.0,6.4,True,20000,19747,3.8389508724212646,0.0005586040246888437,0.84,0.8071200000000001
2856,0.2006,2,9.0,9.2,True,20000,19749,4.136441230773926,0.0005584546876379438,0.84,0.80716
2857,0.20032,3,8.0,8.4,True,20000,19752,3.5388355255126953,0.000558305328742047,0.84,0.80722
2858,0.20004,2,-11.0,-10.8,False,20000,19754,3.8252248764038086,0.0005581559480312373,0.83,0.80726
2859,0.19976,1,10.0,10.0,True,20000,19755,2.990718364715576,0.0005580065455356031,0.84,0.80728
2860,0.19948,3,-12.0,-11.6,False,20000,19758,4.550440788269043,0.0005578571212852371,0.83,0.80734
2861,0.1992,5,6.0,6.4,True,20000,19763,4.384502410888672,0.0005577076753102363,0.83,0.80744
2862,0.19892,4,7.0,7.6,True,20000,19767,4.111633777618408,0.0005575582076407023,0.83,0.80752
2863,0.19864,2,9.0,9.2,True,20000,19769,4.245649337768555,0.0005574087183067409,0.83,0.8075600000000001
2864,0.19836,3,-12.0,-12.0,False,20000,19772,3.483552932739258,0.0005572592073384623,0.82,0.80762
2865,0.19808,3,8.0,8.4,True,20000,19775,3.3904519081115723,0.0005571096747659812,0.82,0.80768
2866,0.1978,2,9.0,9.2,True,20000,19777,3.6656572818756104,0.0005569601206194164,0.83,0.80772
2867,0.19752,1,10.0,10.0,True,20000,19778,4.575027942657471,0.0005568105449288911,0.83,0.80774
2868,0.19724,4,7.0,7.2,True,20000,19782,3.812309741973877,0.000556660947724533,0.83,0.80782
2869,0.19696,1,-10.0,-10.0,False,20000,19783,4.368230819702148,0.0005565113290364743,0.82,0.80784
2870,0.19668,2,9.0,9.2,True,20000,19785,3.9504153728485107,0.0005563616888948508,0.82,0.8078799999999999
2871,0.1964,4,7.0,7.6,True,20000,19789,3.780547618865967,0.0005562120273298034,0.83,0.80796
2872,0.19612,2,9.0,9.2,True,20000,19791,3.9142892360687256,0.0005560623443714769,0.83,0.808
2873,0.19584,1,10.0,10.0,True,20000,19792,4.97906494140625,0.0005559126400500206,0.84,0.80802
2874,0.19556,2,9.0,9.2,True,20000,19794,3.907728433609009,0.0005557629143955879,0.84,0.80806
2875,0.19528,2,9.0,9.2,True,20000,19796,4.100056171417236,0.0005556131674383367,0.84,0.8081
2876,0.195,1,10.0,10.0,True,20000,19797,4.246820449829102,0.000555463399208429,0.85,0.80812
2877,0.19472,6,5.0,5.2,True,20000,19803,4.747578144073486,0.0005553136097360313,0.85,0.8082400000000001
2878,0.19444,15,-4.0,-3.2,True,20000,19818,3.806638240814209,0.0005551637990513143,0.86,0.80854
2879,0.19416,13,-2.0,-1.6,True,20000,19831,3.2873940467834473,0.0005550139671844528,0.86,0.8088
2880,0.19388,2,9.0,9.2,True,20000,19833,4.821244716644287,0.0005548641141656262,0.86,0.80884
2881,0.1936,12,-1.0,-0.4,True,20000,19845,4.355106353759766,0.0005547142400250178,0.86,0.80908
2882,0.19332,1,10.0,10.0,True,20000,19846,3.9778172969818115,0.0005545643447928153,0.87,0.8090999999999999
