episode,epsilon,moves,raw_return,train_return,won,replay_size,updates,loss,lr,rolling_success_100,beta
1,1.0,6,-15.0,-14.4,False,6,0,,0.0008,0.0,0.40012000000000003
2,0.99972,45,-45.0,-44.8,False,47,0,,0.0008,0.0,0.40102000000000004
3,0.99944,7,-16.0,-15.6,False,54,0,,0.0008,0.0,0.40116
4,0.99916,7,-16.0,-15.6,False,61,0,,0.0008,0.0,0.40130000000000005
5,0.99888,1,10.0,10.0,True,62,0,,0.0008,0.2,0.40132
6,0.9986,4,7.0,7.2,True,66,0,,0.0008,0.3333333333333333,0.40140000000000003
7,0.99832,5,6.0,6.4,True,71,0,,0.0008,0.42857142857142855,0.4015
8,0.99804,5,6.0,6.0,True,76,0,,0.0008,0.5,0.4016
9,0.99776,3,8.0,8.0,True,79,0,,0.0008,0.5555555555555556,0.40166
10,0.99748,1,10.0,10.0,True,80,0,,0.0008,0.6,0.40168000000000004
11,0.9972,12,-1.0,-0.8,True,92,0,,0.0008,0.6363636363636364,0.40192
12,0.99692,21,-10.0,-9.6,True,113,0,,0.0008,0.6666666666666666,0.40234000000000003
13,0.99664,12,-1.0,-0.8,True,125,0,,0.0008,0.6923076923076923,0.40258000000000005
14,0.99636,5,6.0,6.4,True,130,0,,0.0008,0.7142857142857143,0.40268000000000004
15,0.99608,5,-14.0,-14.0,False,135,0,,0.0008,0.6666666666666666,0.40278
16,0.9958,6,5.0,5.2,True,141,0,,0.0008,0.6875,0.40290000000000004
17,0.99552,4,7.0,7.2,True,145,0,,0.0008,0.7058823529411765,0.40298
18,0.99524,1,10.0,10.0,True,146,0,,0.0008,0.7222222222222222,0.403
19,0.99496,8,-17.0,-17.6,False,154,0,,0.0008,0.6842105263157895,0.40316
20,0.99468,17,-26.0,-25.6,False,171,0,,0.0008,0.65,0.4035
21,0.9944,4,7.0,7.2,True,175,0,,0.0008,0.6666666666666666,0.40358000000000005
22,0.99412,1,10.0,10.0,True,176,0,,0.0008,0.6818181818181818,0.4036
23,0.99384,2,9.0,9.2,True,178,0,,0.0008,0.6956521739130435,0.40364
24,0.99356,10,1.0,1.6,True,188,0,,0.0008,0.7083333333333334,0.40384000000000003
25,0.99328,3,8.0,8.4,True,191,0,,0.0008,0.72,0.40390000000000004
26,0.993,18,-7.0,-6.8,True,209,0,,0.0008,0.7307692307692307,0.40426
27,0.99272,33,-22.0,-21.6,True,242,0,,0.0008,0.7407407407407407,0.40492
28,0.99244,7,4.0,4.0,True,249,0,,0.0008,0.75,0.40506000000000003
29,0.99216,1,10.0,10.0,True,250,0,,0.0008,0.7586206896551724,0.40508
30,0.99188,23,-32.0,-31.6,False,273,0,,0.0008,0.7333333333333333,0.40554
31,0.9916,1,10.0,10.0,True,274,0,,0.0008,0.7419354838709677,0.40556000000000003
32,0.99132,5,-14.0,-13.6,False,279,0,,0.0008,0.71875,0.40566
33,0.99104,3,-12.0,-11.6,False,282,0,,0.0008,0.696969696969697,0.40572
34,0.99076,2,9.0,9.2,True,284,0,,0.0008,0.7058823529411765,0.40576
35,0.99048,1,10.0,10.0,True,285,0,,0.0008,0.7142857142857143,0.40578000000000003
36,0.9902,45,-45.0,-45.2,False,326,0,,0.0008,0.6944444444444444,0.40668000000000004
37,0.98992,7,-16.0,-16.0,False,333,0,,0.0008,0.6756756756756757,0.40682
38,0.98964,6,-15.0,-15.2,False,339,0,,0.0008,0.6578947368421053,0.40694
39,0.98936,4,-13.0,-12.8,False,343,0,,0.0008,0.6410256410256411,0.40702000000000005
40,0.98908,9,2.0,2.4,True,352,0,,0.0008,0.65,0.4072
41,0.9888,3,-12.0,-12.0,False,355,0,,0.0008,0.6341463414634146,0.40726
42,0.98852,30,-39.0,-38.4,False,385,0,,0.0008,0.6190476190476191,0.40786
43,0.98824,4,7.0,7.2,True,389,0,,0.0008,0.627906976744186,0.40794
44,0.98796,45,-34.0,-33.2,True,434,0,,0.0008,0.6363636363636364,0.40884000000000004
45,0.98768,23,-32.0,-32.0,False,457,0,,0.0008,0.6222222222222222,0.4093
46,0.9874,9,2.0,2.0,True,466,0,,0.0008,0.6304347826086957,0.40948
47,0.98712,6,5.0,5.2,True,472,0,,0.0008,0.6382978723404256,0.4096
48,0.98684,23,-12.0,-12.0,True,495,0,,0.0008,0.6458333333333334,0.41006000000000004
49,0.98656,11,-20.0,-20.4,False,506,0,,0.0008,0.6326530612244898,0.41028000000000003
50,0.98628,3,-12.0,-12.0,False,509,0,,0.0008,0.62,0.41034000000000004
51,0.986,1,10.0,10.0,True,510,0,,0.0008,0.6274509803921569,0.41036
52,0.98572,14,-3.0,-2.8,True,524,0,,0.0008,0.6346153846153846,0.41064
53,0.98544,19,-8.0,-7.2,True,543,0,,0.0008,0.6415094339622641,0.41102
54,0.98516,10,1.0,1.6,True,553,0,,0.0008,0.6481481481481481,0.41122000000000003
55,0.98488,23,-12.0,-11.2,True,576,0,,0.0008,0.6545454545454545,0.41168000000000005
56,0.9846,1,10.0,10.0,True,577,0,,0.0008,0.6607142857142857,0.4117
57,0.98432,8,-17.0,-16.8,False,585,0,,0.0008,0.6491228070175439,0.41186
58,0.98404,13,-22.0,-21.6,False,598,0,,0.0008,0.6379310344827587,0.41212000000000004
59,0.98376,4,7.0,7.2,True,602,1,36.83424377441406,0.0007999999647514135,0.6440677966101694,0.4122
60,0.98348,1,-10.0,-10.0,False,603,2,36.65456771850586,0.0007999998590056609,0.6333333333333333,0.41222000000000003
61,0.9832,1,-10.0,-10.0,False,604,3,38.56230926513672,0.0007999996827627637,0.6229508196721312,0.41224000000000005
62,0.98292,45,-45.0,-45.2,False,645,48,21.451061248779297,0.0007999994360227572,0.6129032258064516,0.41314
63,0.98264,4,-13.0,-13.6,False,649,52,23.510751724243164,0.0007999991187856912,0.6031746031746031,0.41322000000000003
64,0.98236,13,-22.0,-22.0,False,662,65,21.440458297729492,0.0007999987310516295,0.59375,0.41348
65,0.98208,5,6.0,6.0,True,667,70,22.957225799560547,0.0007999982728206504,0.6,0.41358
66,0.9818,4,-13.0,-12.8,False,671,74,27.630048751831055,0.0007999977440928459,0.5909090909090909,0.41366
67,0.98152,12,-21.0,-20.8,False,683,86,18.80446434020996,0.0007999971448683228,0.582089552238806,0.41390000000000005
68,0.98124,36,-45.0,-44.8,False,719,122,18.832277297973633,0.0007999964751472018,0.5735294117647058,0.41462000000000004
69,0.98096,16,-5.0,-4.8,True,735,138,24.172826766967773,0.0007999957349296176,0.5797101449275363,0.41494000000000003
70,0.98068,2,9.0,9.2,True,737,140,22.548568725585938,0.0007999949242157193,0.5857142857142857,0.41498
71,0.9804,4,7.0,7.6,True,741,144,20.230939865112305,0.0007999940430056704,0.5915492957746479,0.41506000000000004
72,0.98012,9,-18.0,-17.6,False,750,153,23.136343002319336,0.0007999930912996481,0.5833333333333334,0.41524
73,0.97984,45,-45.0,-45.2,False,791,198,14.712467193603516,0.0007999920690978442,0.5753424657534246,0.41614
74,0.97956,1,10.0,10.0,True,792,199,21.718666076660156,0.0007999909764004648,0.581081081081081,0.41616000000000003
75,0.97928,45,-45.0,-44.8,False,833,244,17.25918197631836,0.0007999898132077298,0.5733333333333334,0.41706000000000004
76,0.979,9,-18.0,-17.6,False,842,253,15.388792037963867,0.0007999885795198733,0.5657894736842105,0.41724
77,0.97872,3,-12.0,-12.0,False,845,256,12.64122486114502,0.0007999872753371443,0.5584415584415584,0.4173
78,0.97844,24,-13.0,-12.4,True,869,280,14.724006652832031,0.0007999859006598051,0.5641025641025641,0.41778000000000004
79,0.97816,9,-18.0,-18.0,False,878,289,17.63580322265625,0.0007999844554881327,0.5569620253164557,0.41796
80,0.97788,2,-11.0,-11.2,False,880,291,14.49706745147705,0.0007999829398224181,0.55,0.41800000000000004
81,0.9776,1,-10.0,-10.0,False,881,292,14.015676498413086,0.0007999813536629667,0.5432098765432098,0.41802
82,0.97732,7,4.0,4.8,True,888,299,15.138899803161621,0.0007999796970100979,0.5487804878048781,0.41816000000000003
83,0.97704,3,8.0,8.4,True,891,302,15.487405776977539,0.0007999779698641455,0.5542168674698795,0.41822000000000004
84,0.97676,11,0.0,0.8,True,902,313,21.26702880859375,0.0007999761722254572,0.5595238095238095,0.41844000000000003
85,0.97648,29,-38.0,-37.6,False,931,342,13.474457740783691,0.0007999743040943952,0.5529411764705883,0.41902
86,0.9762,4,-13.0,-13.2,False,935,346,16.949617385864258,0.0007999723654713358,0.5465116279069767,0.41910000000000003
87,0.97592,5,-14.0,-13.6,False,940,351,13.116884231567383,0.0007999703563566695,0.5402298850574713,0.4192
88,0.97564,22,-31.0,-30.8,False,962,373,13.68962287902832,0.000799968276750801,0.5340909090909091,0.41964
89,0.97536,23,-12.0,-11.6,True,985,396,15.214682579040527,0.0007999661266541489,0.5393258426966292,0.42010000000000003
90,0.97508,8,-17.0,-17.2,False,993,404,13.27995491027832,0.0007999639060671465,0.5333333333333333,0.42026
91,0.9748,3,-12.0,-12.0,False,996,407,13.3001708984375,0.0007999616149902412,0.5274725274725275,0.42032
92,0.97452,23,-32.0,-31.6,False,1019,430,10.515655517578125,0.0007999592534238942,0.5217391304347826,0.42078000000000004
93,0.97424,7,-16.0,-15.6,False,1026,437,13.8399658203125,0.0007999568213685813,0.5161290322580645,0.42092
94,0.97396,24,-33.0,-32.8,False,1050,461,11.262126922607422,0.0007999543188247924,0.5106382978723404,0.4214
95,0.97368,13,-22.0,-22.0,False,1063,474,17.7713680267334,0.0007999517457930314,0.5052631578947369,0.42166000000000003
96,0.9734,14,-3.0,-2.8,True,1077,488,16.05494499206543,0.0007999491022738168,0.5104166666666666,0.42194000000000004
97,0.97312,13,-2.0,-1.6,True,1090,501,12.459239959716797,0.0007999463882676809,0.5154639175257731,0.4222
98,0.97284,10,-19.0,-19.2,False,1100,511,12.02656078338623,0.0007999436037751704,0.5102040816326531,0.4224
99,0.97256,1,10.0,10.0,True,1101,512,15.758747100830078,0.0007999407487968461,0.5151515151515151,0.42242
100,0.97228,11,0.0,0.4,True,1112,523,13.03934097290039,0.0007999378233332831,0.52,0.42264
101,0.972,22,-11.0,-10.4,True,1134,545,14.718008041381836,0.0007999348273850707,0.53,0.42308
102,0.97172,4,7.0,7.2,True,1138,549,14.129576683044434,0.0007999317609528123,0.54,0.42316000000000004
103,0.97144,14,-23.0,-22.8,False,1152,563,14.63407039642334,0.0007999286240371256,0.54,0.42344000000000004
104,0.97116,5,6.0,6.0,True,1157,568,13.239897727966309,0.0007999254166386423,0.55,0.42354
105,0.97088,1,10.0,10.0,True,1158,569,12.374755859375,0.0007999221387580086,0.55,0.42356000000000005
106,0.9706,4,-13.0,-12.8,False,1162,573,14.755319595336914,0.0007999187903958845,0.54,0.42364
107,0.97032,14,-3.0,-2.4,True,1176,587,14.627287864685059,0.0007999153715529447,0.54,0.42392
108,0.97004,2,9.0,9.2,True,1178,589,15.243060111999512,0.0007999118822298775,0.54,0.42396
109,0.96976,7,4.0,4.8,True,1185,596,12.632221221923828,0.000799908322427386,0.54,0.42410000000000003
110,0.96948,3,-12.0,-12.0,False,1188,599,13.279825210571289,0.0007999046921461871,0.53,0.42416000000000004
111,0.9692,1,10.0,10.0,True,1189,600,14.412952423095703,0.0007999009913870121,0.53,0.42418
112,0.96892,10,-19.0,-18.8,False,1199,610,21.39387321472168,0.0007998972201506062,0.52,0.42438000000000003
113,0.96864,28,-17.0,-16.8,True,1227,638,12.926335334777832,0.0007998933784377293,0.52,0.42494000000000004
114,0.96836,9,2.0,2.0,True,1236,647,12.106805801391602,0.000799889466249155,0.52,0.42512
115,0.96808,4,-13.0,-12.8,False,1240,651,14.19684886932373,0.0007998854835856714,0.52,0.4252
116,0.9678,2,-11.0,-11.2,False,1242,653,21.110260009765625,0.0007998814304480806,0.51,0.42524
117,0.96752,21,-10.0,-10.0,True,1263,674,14.261688232421875,0.0007998773068371991,0.51,0.42566000000000004
118,0.96724,45,-45.0,-45.2,False,1304,719,12.958882331848145,0.0007998731127538575,0.5,0.42656000000000005
119,0.96696,16,-5.0,-4.4,True,1320,735,12.772730827331543,0.0007998688481989002,0.51,0.42688000000000004
120,0.96668,21,-10.0,-9.6,True,1341,756,11.068093299865723,0.0007998645131731866,0.52,0.4273
121,0.9664,4,-13.0,-13.2,False,1345,760,15.623373031616211,0.0007998601076775898,0.51,0.42738000000000004
122,0.96612,20,-29.0,-29.2,False,1365,780,11.608208656311035,0.0007998556317129972,0.5,0.42778000000000005
123,0.96584,5,6.0,6.0,True,1370,785,12.458905220031738,0.0007998510852803099,0.5,0.42788000000000004
124,0.96556,18,-27.0,-26.8,False,1388,803,13.006837844848633,0.0007998464683804441,0.49,0.42824
125,0.96528,2,-11.0,-10.8,False,1390,805,12.996206283569336,0.0007998417810143296,0.48,0.42828
126,0.965,23,-12.0,-11.6,True,1413,828,9.175440788269043,0.0007998370231829105,0.48,0.42874
127,0.96472,27,-36.0,-35.6,False,1440,855,10.392877578735352,0.0007998321948871453,0.47,0.42928
128,0.96444,7,4.0,4.4,True,1447,862,13.548540115356445,0.0007998272961280061,0.47,0.42942
129,0.96416,11,-20.0,-19.6,False,1458,873,13.058904647827148,0.0007998223269064801,0.46,0.42964
130,0.96388,1,-10.0,-10.0,False,1459,874,11.239753723144531,0.0007998172872235679,0.46,0.42966000000000004
131,0.9636,18,-7.0,-6.8,True,1477,892,11.975934028625488,0.0007998121770802847,0.46,0.43002
132,0.96332,22,-11.0,-10.4,True,1499,914,12.284481048583984,0.0007998069964776598,0.47,0.43046
133,0.96304,10,-19.0,-18.8,False,1509,924,13.40964126586914,0.0007998017454167367,0.47,0.43066000000000004
134,0.96276,4,-13.0,-13.6,False,1513,928,13.781291007995605,0.000799796423898573,0.46,0.43074
135,0.96248,1,-10.0,-10.0,False,1514,929,10.428178787231445,0.0007997910319242406,0.45,0.43076000000000003
136,0.9622,11,-20.0,-19.6,False,1525,940,12.18460464477539,0.0007997855694948256,0.45,0.43098000000000003
137,0.96192,1,-10.0,-10.0,False,1526,941,15.072652816772461,0.000799780036611428,0.45,0.43100000000000005
138,0.96164,9,-18.0,-18.0,False,1535,950,11.151077270507812,0.0007997744332751626,0.45,0.43118
139,0.96136,8,3.0,3.2,True,1543,958,12.832432746887207,0.0007997687594871577,0.46,0.43134
140,0.96108,5,-14.0,-13.6,False,1548,963,10.427250862121582,0.0007997630152485564,0.45,0.43144000000000005
141,0.9608,38,-27.0,-26.4,True,1586,1001,11.222613334655762,0.0007997572005605156,0.46,0.43220000000000003
142,0.96052,2,-11.0,-11.2,False,1588,1003,12.20262336730957,0.0007997513154242063,0.46,0.43224
143,0.96024,20,-29.0,-28.8,False,1608,1023,10.37617015838623,0.0007997453598408142,0.45,0.43264
144,0.95996,1,10.0,10.0,True,1609,1024,10.737231254577637,0.0007997393338115387,0.45,0.43266000000000004
145,0.95968,5,6.0,6.0,True,1614,1029,9.764747619628906,0.0007997332373375935,0.46,0.43276000000000003
146,0.9594,13,-2.0,-1.6,True,1627,1042,15.624612808227539,0.0007997270704202069,0.46,0.43302
147,0.95912,13,-22.0,-22.0,False,1640,1055,12.608460426330566,0.0007997208330606207,0.45,0.43328
148,0.95884,6,5.0,5.2,True,1646,1061,10.878351211547852,0.0007997145252600913,0.45,0.4334
149,0.95856,4,7.0,7.2,True,1650,1065,12.9772367477417,0.0007997081470198891,0.46,0.43348000000000003
150,0.95828,5,6.0,6.4,True,1655,1070,12.273794174194336,0.0007997016983412992,0.47,0.43358
151,0.958,28,-37.0,-37.2,False,1683,1098,11.676788330078125,0.00079969517922562,0.46,0.43414
152,0.95772,10,-19.0,-18.8,False,1693,1108,14.542020797729492,0.0007996885896741651,0.45,0.43434
153,0.95744,14,-3.0,-2.8,True,1707,1122,9.18824291229248,0.0007996819296882614,0.45,0.43462
154,0.95716,5,6.0,6.4,True,1712,1127,8.988626480102539,0.0007996751992692504,0.45,0.43472
155,0.95688,14,-3.0,-2.8,True,1726,1141,8.676877975463867,0.0007996683984184879,0.45,0.435
156,0.9566,33,-42.0,-42.0,False,1759,1174,12.565327644348145,0.0007996615271373437,0.44,0.43566000000000005
157,0.95632,27,-16.0,-15.6,True,1786,1201,11.334577560424805,0.0007996545854272016,0.45,0.43620000000000003
158,0.95604,39,-28.0,-28.0,True,1825,1240,10.723499298095703,0.0007996475732894602,0.46,0.43698000000000004
159,0.95576,2,9.0,9.2,True,1827,1242,9.36693000793457,0.0007996404907255316,0.46,0.43702
160,0.95548,9,-18.0,-17.6,False,1836,1251,8.968379020690918,0.0007996333377368423,0.46,0.43720000000000003
161,0.9552,3,8.0,8.0,True,1839,1254,9.510619163513184,0.0007996261143248332,0.47,0.43726000000000004
162,0.95492,1,-10.0,-10.0,False,1840,1255,9.775700569152832,0.0007996188204909592,0.47,0.43728
163,0.95464,6,5.0,5.2,True,1846,1261,10.626424789428711,0.0007996114562366896,0.48,0.4374
164,0.95436,14,-3.0,-2.4,True,1860,1275,10.96127986907959,0.0007996040215635074,0.49,0.43768
165,0.95408,15,-24.0,-24.0,False,1875,1290,9.691527366638184,0.0007995965164729102,0.48,0.43798000000000004
166,0.9538,19,-8.0,-7.6,True,1894,1309,9.657366752624512,0.0007995889409664099,0.49,0.43836
167,0.95352,1,-10.0,-10.0,False,1895,1310,9.272514343261719,0.0007995812950455322,0.49,0.43838000000000005
168,0.95324,12,-1.0,-0.8,True,1907,1322,11.846918106079102,0.0007995735787118172,0.5,0.43862
169,0.95296,8,-17.0,-16.8,False,1915,1330,11.620100021362305,0.000799565791966819,0.49,0.43878
170,0.95268,7,4.0,4.4,True,1922,1337,10.76025676727295,0.000799557934812106,0.49,0.43892000000000003
171,0.9524,6,5.0,5.2,True,1928,1343,13.054574012756348,0.0007995500072492609,0.49,0.43904000000000004
172,0.95212,23,-32.0,-32.0,False,1951,1366,10.680780410766602,0.0007995420092798804,0.49,0.4395
173,0.95184,2,-11.0,-11.2,False,1953,1368,12.016079902648926,0.0007995339409055757,0.49,0.43954000000000004
174,0.95156,14,-23.0,-23.2,False,1967,1382,12.008299827575684,0.0007995258021279717,0.48,0.43982000000000004
175,0.95128,7,4.0,4.4,True,1974,1389,9.72262191772461,0.0007995175929487077,0.49,0.43996
176,0.951,1,10.0,10.0,True,1975,1390,11.557799339294434,0.0007995093133694374,0.5,0.43998000000000004
177,0.95072,4,7.0,7.2,True,1979,1394,12.365867614746094,0.0007995009633918282,0.51,0.44006
178,0.95044,18,-7.0,-6.8,True,1997,1412,10.184881210327148,0.0007994925430175622,0.51,0.44042000000000003
179,0.95016,1,-10.0,-10.0,False,1998,1413,9.650062561035156,0.0007994840522483352,0.51,0.44044
180,0.94988,2,9.0,9.2,True,2000,1415,9.398874282836914,0.0007994754910858575,0.52,0.44048000000000004
181,0.9496,12,-1.0,-0.8,True,2012,1427,10.316089630126953,0.0007994668595318537,0.53,0.44072
182,0.94932,1,10.0,10.0,True,2013,1428,10.66144847869873,0.0007994581575880621,0.53,0.44074
183,0.94904,17,-6.0,-5.2,True,2030,1445,10.14834213256836,0.0007994493852562357,0.53,0.44108
184,0.94876,40,-29.0,-28.8,True,2070,1485,9.886405944824219,0.0007994405425381412,0.53,0.44188000000000005
185,0.94848,14,-3.0,-2.8,True,2084,1499,8.840829849243164,0.0007994316294355596,0.54,0.44216
186,0.9482,4,7.0,7.2,True,2088,1503,12.078191757202148,0.0007994226459502866,0.55,0.44224
187,0.94792,32,-21.0,-20.4,True,2120,1535,8.40477180480957,0.0007994135920841313,0.56,0.44288
188,0.94764,15,-24.0,-24.0,False,2135,1550,9.109503746032715,0.0007994044678389175,0.56,0.44318
189,0.94736,5,-14.0,-13.6,False,2140,1555,9.049942016601562,0.0007993952732164831,0.55,0.44328
190,0.94708,1,10.0,10.0,True,2141,1556,11.292728424072266,0.0007993860082186799,0.56,0.4433
191,0.9468,3,-12.0,-12.0,False,2144,1559,13.405352592468262,0.0007993766728473741,0.56,0.44336000000000003
192,0.94652,20,-9.0,-8.8,True,2164,1579,10.751757621765137,0.000799367267104446,0.57,0.44376000000000004
193,0.94624,4,7.0,7.2,True,2168,1583,11.912031173706055,0.0007993577909917902,0.58,0.44384
194,0.94596,3,-12.0,-12.0,False,2171,1586,9.52579402923584,0.0007993482445113153,0.58,0.4439
195,0.94568,13,-2.0,-1.6,True,2184,1599,10.975713729858398,0.0007993386276649443,0.59,0.44416
196,0.9454,13,-2.0,-1.6,True,2197,1612,9.349424362182617,0.0007993289404546141,0.59,0.44442000000000004
197,0.94512,12,-1.0,-0.8,True,2209,1624,8.544245719909668,0.0007993191828822759,0.59,0.44466
198,0.94484,11,0.0,-0.0,True,2220,1635,10.656696319580078,0.0007993093549498951,0.6,0.44488000000000005
199,0.94456,6,5.0,5.2,True,2226,1641,6.697695732116699,0.0007992994566594513,0.6,0.445
200,0.94428,8,-17.0,-17.2,False,2234,1649,9.592756271362305,0.0007992894880129382,0.59,0.44516
201,0.944,20,-29.0,-29.2,False,2254,1669,7.987608909606934,0.0007992794490123636,0.58,0.44556
202,0.94372,28,-37.0,-36.8,False,2282,1697,7.655969619750977,0.0007992693396597496,0.57,0.44612
203,0.94344,1,10.0,10.0,True,2283,1698,9.209405899047852,0.0007992591599571325,0.58,0.44614000000000004
204,0.94316,6,5.0,5.6,True,2289,1704,9.00900936126709,0.0007992489099065627,0.58,0.44626000000000005
205,0.94288,16,-25.0,-25.2,False,2305,1720,11.236468315124512,0.0007992385895101047,0.57,0.44658000000000003
206,0.9426,19,-8.0,-7.6,True,2324,1739,10.025081634521484,0.0007992281987698372,0.58,0.44696
207,0.94232,1,-10.0,-10.0,False,2325,1740,9.054474830627441,0.0007992177376878533,0.57,0.44698000000000004
208,0.94204,1,-10.0,-10.0,False,2326,1741,12.100300788879395,0.0007992072062662598,0.56,0.447
209,0.94176,7,-16.0,-16.0,False,2333,1748,8.236411094665527,0.0007991966045071782,0.55,0.44714000000000004
210,0.94148,12,-1.0,-0.8,True,2345,1760,12.319595336914062,0.0007991859324127438,0.56,0.44738
211,0.9412,8,3.0,3.2,True,2353,1768,11.151670455932617,0.0007991751899851062,0.56,0.44754000000000005
212,0.94092,14,-3.0,-2.8,True,2367,1782,9.670608520507812,0.000799164377226429,0.57,0.44782
213,0.94064,6,-15.0,-14.8,False,2373,1788,8.466185569763184,0.0007991534941388904,0.56,0.44794
214,0.94036,19,-8.0,-7.6,True,2392,1807,7.156761646270752,0.0007991425407246823,0.56,0.44832
215,0.94008,10,1.0,1.6,True,2402,1817,8.571706771850586,0.0007991315169860109,0.57,0.44852000000000003
216,0.9398,4,7.0,7.2,True,2406,1821,9.274654388427734,0.0007991204229250966,0.58,0.4486
217,0.93952,8,3.0,4.0,True,2414,1829,8.879829406738281,0.0007991092585441741,0.58,0.44876000000000005
218,0.93924,1,-10.0,-10.0,False,2415,1830,8.777118682861328,0.0007990980238454922,0.58,0.44878
219,0.93896,1,-10.0,-10.0,False,2416,1831,7.43525505065918,0.0007990867188313136,0.57,0.44880000000000003
220,0.93868,7,-16.0,-16.0,False,2423,1838,8.271895408630371,0.0007990753435039153,0.56,0.44894
221,0.9384,6,5.0,5.2,True,2429,1844,9.733284950256348,0.0007990638978655889,0.57,0.44906
222,0.93812,4,-13.0,-12.8,False,2433,1848,8.457942962646484,0.0007990523819186394,0.57,0.44914000000000004
223,0.93784,1,10.0,10.0,True,2434,1849,10.155547142028809,0.0007990407956653865,0.57,0.44916
224,0.93756,3,-12.0,-12.0,False,2437,1852,12.890886306762695,0.000799029139108164,0.57,0.44922
225,0.93728,2,-11.0,-11.2,False,2439,1854,8.499719619750977,0.0007990174122493195,0.57,0.44926000000000005
226,0.937,1,10.0,10.0,True,2440,1855,11.937368392944336,0.0007990056150912153,0.57,0.44928
227,0.93672,2,9.0,9.2,True,2442,1857,9.562091827392578,0.0007989937476362275,0.58,0.44932
228,0.93644,1,-10.0,-10.0,False,2443,1858,10.937420845031738,0.0007989818098867464,0.57,0.44934
229,0.93616,9,-18.0,-18.4,False,2452,1867,8.211477279663086,0.0007989698018451765,0.57,0.44952000000000003
230,0.93588,25,-34.0,-34.0,False,2477,1892,8.040509223937988,0.0007989577235139366,0.57,0.45002000000000003
231,0.9356,6,5.0,5.6,True,2483,1898,10.400887489318848,0.0007989455748954593,0.57,0.45014000000000004
232,0.93532,7,-16.0,-16.0,False,2490,1905,11.165202140808105,0.0007989333559921918,0.56,0.45028
233,0.93504,10,-19.0,-19.6,False,2500,1915,9.938267707824707,0.0007989210668065952,0.56,0.45048000000000005
234,0.93476,1,-10.0,-10.0,False,2501,1916,9.124554634094238,0.0007989087073411446,0.56,0.4505
235,0.93448,6,-15.0,-14.8,False,2507,1922,11.840046882629395,0.0007988962775983296,0.56,0.45062
236,0.9342,45,-45.0,-44.8,False,2548,1967,8.75362491607666,0.000798883777580654,0.56,0.45152000000000003
237,0.93392,1,-10.0,-10.0,False,2549,1968,9.81433391571045,0.0007988712072906352,0.56,0.45154000000000005
238,0.93364,7,-16.0,-16.0,False,2556,1975,9.877933502197266,0.0007988585667308054,0.56,0.45168
239,0.93336,3,8.0,8.0,True,2559,1978,10.816373825073242,0.0007988458559037105,0.56,0.45174000000000003
240,0.93308,7,-16.0,-15.6,False,2566,1985,8.051265716552734,0.0007988330748119107,0.56,0.45188
241,0.9328,14,-23.0,-23.2,False,2580,1999,8.039263725280762,0.0007988202234579805,0.55,0.45216
242,0.93252,25,-34.0,-34.0,False,2605,2024,9.523017883300781,0.0007988073018445083,0.55,0.45266
243,0.93224,5,6.0,6.4,True,2610,2029,7.100672721862793,0.0007987943099740969,0.56,0.45276000000000005
244,0.93196,1,10.0,10.0,True,2611,2030,7.44512939453125,0.000798781247849363,0.56,0.45278
245,0.93168,5,-14.0,-14.0,False,2616,2035,9.900465965270996,0.0007987681154729378,0.55,0.45288
246,0.9314,9,2.0,2.8,True,2625,2044,10.448777198791504,0.0007987549128474662,0.55,0.45306
247,0.93112,25,-14.0,-13.2,True,2650,2069,8.332601547241211,0.0007987416399756075,0.56,0.45356
248,0.93084,30,-39.0,-38.8,False,2680,2099,8.438712120056152,0.0007987282968600353,0.55,0.45416
249,0.93056,1,10.0,10.0,True,2681,2100,9.849157333374023,0.000798714883503437,0.55,0.45418000000000003
250,0.93028,4,7.0,7.2,True,2685,2104,7.906291961669922,0.0007987013999085145,0.55,0.45426
251,0.93,2,9.0,9.2,True,2687,2106,9.336847305297852,0.0007986878460779835,0.56,0.45430000000000004
252,0.92972,9,2.0,2.4,True,2696,2115,8.138381958007812,0.000798674222014574,0.57,0.45448
253,0.92944,13,-2.0,-2.0,True,2709,2128,7.155366897583008,0.0007986605277210303,0.57,0.45474000000000003
254,0.92916,23,-32.0,-31.6,False,2732,2151,9.486546516418457,0.0007986467632001106,0.56,0.45520000000000005
255,0.92888,23,-12.0,-11.2,True,2755,2174,8.10038948059082,0.0007986329284545875,0.56,0.45566
256,0.9286,5,-14.0,-14.0,False,2760,2179,7.143126964569092,0.0007986190234872474,0.56,0.45576000000000005
257,0.92832,8,-17.0,-17.2,False,2768,2187,8.982734680175781,0.0007986050483008911,0.55,0.45592000000000005
258,0.92804,10,-19.0,-18.4,False,2778,2197,8.114521026611328,0.0007985910028983338,0.54,0.45612
259,0.92776,30,-39.0,-38.8,False,2808,2227,7.710576057434082,0.0007985768872824041,0.53,0.45672
260,0.92748,4,7.0,7.2,True,2812,2231,8.899660110473633,0.0007985627014559454,0.54,0.45680000000000004
261,0.9272,20,-29.0,-28.4,False,2832,2251,7.846789360046387,0.0007985484454218149,0.53,0.45720000000000005
262,0.92692,26,-15.0,-14.8,True,2858,2277,7.298153400421143,0.0007985341191828843,0.54,0.45772
263,0.92664,12,-1.0,-0.4,True,2870,2289,8.366255760192871,0.000798519722742039,0.54,0.45796000000000003
