variant,episode,epsilon,moves,return,won,replay_size,loss,rolling_success_100
basic_dqn,135,0.90907,40,-40.0,False,3392,0.07641053199768066,0.37
basic_dqn,136,0.90839,5,-14.0,False,3397,0.06388140469789505,0.37
basic_dqn,137,0.90771,40,-40.0,False,3437,0.06610740721225739,0.37
basic_dqn,138,0.90704,13,-2.0,True,3450,0.08114350587129593,0.37
basic_dqn,139,0.90636,17,-6.0,True,3467,0.02848939597606659,0.38
basic_dqn,140,0.90568,3,-12.0,False,3470,0.15299415588378906,0.38
basic_dqn,141,0.905,4,7.0,True,3474,0.021902162581682205,0.39
basic_dqn,142,0.90432,18,-27.0,False,3492,0.010728839784860611,0.39
basic_dqn,143,0.90364,13,-2.0,True,3505,0.02560809813439846,0.4
basic_dqn,144,0.90296,2,9.0,True,3507,0.02235586941242218,0.4
basic_dqn,145,0.90229,40,-40.0,False,3547,0.0324266292154789,0.4
basic_dqn,146,0.90161,26,-15.0,True,3573,0.04785308986902237,0.4
basic_dqn,147,0.90093,40,-29.0,True,3613,0.13121925294399261,0.4
basic_dqn,148,0.90025,40,-40.0,False,3653,0.0908951386809349,0.4
basic_dqn,149,0.89957,40,-40.0,False,3693,0.07818595319986343,0.4
basic_dqn,150,0.89889,25,-14.0,True,3718,0.05726705119013786,0.4
basic_dqn,151,0.89821,40,-40.0,False,3758,0.04782864451408386,0.4
basic_dqn,152,0.89754,29,-18.0,True,3787,0.08715541660785675,0.41
basic_dqn,153,0.89686,40,-40.0,False,3827,0.10226195305585861,0.4
basic_dqn,154,0.89618,8,3.0,True,3835,0.11971542984247208,0.41
basic_dqn,155,0.8955,40,-40.0,False,3875,0.16457197070121765,0.41
basic_dqn,156,0.89482,13,-2.0,True,3888,0.08801818639039993,0.41
basic_dqn,157,0.89414,25,-34.0,False,3913,0.09900015592575073,0.41
basic_dqn,158,0.89346,3,8.0,True,3916,0.10863178223371506,0.41
basic_dqn,159,0.89279,40,-40.0,False,3956,0.2610700726509094,0.41
basic_dqn,160,0.89211,40,-40.0,False,3996,0.23066763579845428,0.41
basic_dqn,161,0.89143,36,-45.0,False,4032,0.1413726955652237,0.4
basic_dqn,162,0.89075,11,0.0,True,4043,0.16582879424095154,0.41
basic_dqn,163,0.89007,7,4.0,True,4050,0.20779430866241455,0.42
basic_dqn,164,0.88939,40,-40.0,False,4090,0.09441123902797699,0.42
basic_dqn,165,0.88871,40,-40.0,False,4130,0.23607003688812256,0.42
basic_dqn,166,0.88804,21,-10.0,True,4151,0.34210968017578125,0.43
basic_dqn,167,0.88736,14,-3.0,True,4165,0.7251785397529602,0.44
basic_dqn,168,0.88668,37,-26.0,True,4202,0.09526531398296356,0.44
basic_dqn,169,0.886,40,-40.0,False,4242,0.41078460216522217,0.44
basic_dqn,170,0.88532,35,-24.0,True,4277,0.12009014189243317,0.44
basic_dqn,171,0.88464,14,-3.0,True,4291,0.055460408329963684,0.45
basic_dqn,172,0.88396,7,-16.0,False,4298,0.07790429890155792,0.45
basic_dqn,173,0.88329,40,-40.0,False,4338,0.03691069036722183,0.45
basic_dqn,174,0.88261,12,-21.0,False,4350,0.10041896253824234,0.45
basic_dqn,175,0.88193,40,-40.0,False,4390,0.04670356214046478,0.45
basic_dqn,176,0.88125,6,-15.0,False,4396,0.023337800055742264,0.44
basic_dqn,177,0.88057,4,-13.0,False,4400,0.4374896287918091,0.44
basic_dqn,178,0.87989,40,-40.0,False,4440,0.10539421439170837,0.44
basic_dqn,179,0.87921,11,0.0,True,4451,0.08784131705760956,0.45
basic_dqn,180,0.87854,14,-3.0,True,4465,0.18571634590625763,0.45
basic_dqn,181,0.87786,32,-21.0,True,4497,0.06975685060024261,0.46
basic_dqn,182,0.87718,31,-40.0,False,4528,0.06313276290893555,0.45
basic_dqn,183,0.8765,40,-40.0,False,4568,0.057690784335136414,0.44
basic_dqn,184,0.87582,17,-6.0,True,4585,0.027764467522501945,0.44
basic_dqn,185,0.87514,16,-5.0,True,4601,0.028336862102150917,0.44
basic_dqn,186,0.87446,19,-8.0,True,4620,0.043114110827445984,0.44
basic_dqn,187,0.87379,23,-12.0,True,4643,0.01168626919388771,0.45
basic_dqn,188,0.87311,11,-20.0,False,4654,0.020633069798350334,0.45
basic_dqn,189,0.87243,31,-20.0,True,4685,0.1301090568304062,0.46
basic_dqn,190,0.87175,40,-40.0,False,4725,0.02641606703400612,0.46
basic_dqn,191,0.87107,12,-1.0,True,4737,0.021254485473036766,0.47
basic_dqn,192,0.87039,28,-17.0,True,4765,0.25189515948295593,0.47
basic_dqn,193,0.86971,28,-17.0,True,4793,0.05279433727264404,0.48
basic_dqn,194,0.86904,29,-18.0,True,4822,0.10443723946809769,0.49
basic_dqn,195,0.86836,40,-40.0,False,4862,0.07508529722690582,0.49
basic_dqn,196,0.86768,40,-40.0,False,4902,0.5357944965362549,0.49
basic_dqn,197,0.867,22,-11.0,True,4924,0.24951666593551636,0.49
basic_dqn,198,0.86632,34,-43.0,False,4958,0.254768431186676,0.48
basic_dqn,199,0.86564,40,-29.0,True,4998,0.06124956160783768,0.49
basic_dqn,200,0.86496,19,-8.0,True,5017,0.22795285284519196,0.5
basic_dqn,201,0.86429,2,9.0,True,5019,0.1780167520046234,0.51
basic_dqn,202,0.86361,17,-26.0,False,5036,0.277228444814682,0.5
basic_dqn,203,0.86293,40,-40.0,False,5076,0.42957571148872375,0.49
basic_dqn,204,0.86225,2,9.0,True,5078,0.11228810250759125,0.49
basic_dqn,205,0.86157,21,-10.0,True,5099,0.3382411599159241,0.49
basic_dqn,206,0.86089,35,-24.0,True,5134,0.44579312205314636,0.5
basic_dqn,207,0.86021,29,-18.0,True,5163,0.24042969942092896,0.51
basic_dqn,208,0.85954,40,-40.0,False,5203,0.4896293878555298,0.51
basic_dqn,209,0.85886,8,3.0,True,5211,1.1296101808547974,0.52
basic_dqn,210,0.85818,3,8.0,True,5214,1.5497056245803833,0.53
basic_dqn,211,0.8575,40,-40.0,False,5254,0.5898255705833435,0.53
basic_dqn,212,0.85682,3,-12.0,False,5257,0.687438428401947,0.53
basic_dqn,213,0.85614,14,-3.0,True,5271,0.3678843080997467,0.54
basic_dqn,214,0.85546,40,-40.0,False,5311,2.1663095951080322,0.54
basic_dqn,215,0.85479,5,6.0,True,5316,1.7073800563812256,0.54
basic_dqn,216,0.85411,3,8.0,True,5319,1.0497421026229858,0.54
basic_dqn,217,0.85343,22,-11.0,True,5341,1.3689639568328857,0.54
basic_dqn,218,0.85275,34,-23.0,True,5375,0.5473650693893433,0.55
basic_dqn,219,0.85207,17,-6.0,True,5392,1.8065376281738281,0.56
basic_dqn,220,0.85139,23,-32.0,False,5415,0.2370937168598175,0.56
basic_dqn,221,0.85071,17,-6.0,True,5432,0.49557027220726013,0.57
basic_dqn,222,0.85004,8,-17.0,False,5440,0.5484874844551086,0.56
basic_dqn,223,0.84936,24,-13.0,True,5464,0.6765366792678833,0.57
basic_dqn,224,0.84868,27,-16.0,True,5491,0.5370370745658875,0.57
basic_dqn,225,0.848,18,-7.0,True,5509,0.7734032273292542,0.58
basic_dqn,226,0.84732,22,-11.0,True,5531,0.16638749837875366,0.58
basic_dqn,227,0.84664,40,-40.0,False,5571,0.2306881695985794,0.58
basic_dqn,228,0.84596,23,-12.0,True,5594,0.3078140616416931,0.58
basic_dqn,229,0.84529,14,-3.0,True,5608,0.0419825054705143,0.58
basic_dqn,230,0.84461,15,-4.0,True,5623,0.03889111429452896,0.58
basic_dqn,231,0.84393,3,8.0,True,5626,0.040764279663562775,0.59
basic_dqn,232,0.84325,1,10.0,True,5627,0.03129073977470398,0.59
basic_dqn,233,0.84257,23,-12.0,True,5650,0.06293278187513351,0.59
basic_dqn,234,0.84189,40,-40.0,False,5690,0.2536541223526001,0.58
basic_dqn,235,0.84121,39,-28.0,True,5729,0.060682862997055054,0.59
basic_dqn,236,0.84054,28,-37.0,False,5757,0.06477110832929611,0.59
basic_dqn,237,0.83986,2,9.0,True,5759,0.06760711967945099,0.6
basic_dqn,238,0.83918,33,-22.0,True,5792,0.025626394897699356,0.6
basic_dqn,239,0.8385,16,-5.0,True,5808,0.008564518764615059,0.6
basic_dqn,240,0.83782,25,-34.0,False,5833,0.021697374060750008,0.6
basic_dqn,241,0.83714,16,-5.0,True,5849,0.034246429800987244,0.6
basic_dqn,242,0.83646,40,-40.0,False,5889,0.013591540977358818,0.6
basic_dqn,243,0.83579,32,-21.0,True,5921,0.05960846692323685,0.6
basic_dqn,244,0.83511,29,-18.0,True,5950,0.04333874583244324,0.6
basic_dqn,245,0.83443,40,-40.0,False,5990,0.08807791024446487,0.6
basic_dqn,246,0.83375,40,-40.0,False,6030,0.01311403140425682,0.59
basic_dqn,247,0.83307,20,-9.0,True,6050,0.05338257923722267,0.59
basic_dqn,248,0.83239,40,-40.0,False,6090,0.013355378061532974,0.59
basic_dqn,249,0.83171,23,-12.0,True,6113,0.03001268394291401,0.6
basic_dqn,250,0.83104,40,-40.0,False,6153,0.0247123334556818,0.59
basic_dqn,251,0.83036,40,-40.0,False,6193,0.006799535360187292,0.59
basic_dqn,252,0.82968,39,-48.0,False,6232,0.014930997975170612,0.58
basic_dqn,253,0.829,2,-11.0,False,6234,0.09743063896894455,0.58
basic_dqn,254,0.82832,22,-11.0,True,6256,0.034043312072753906,0.58
basic_dqn,255,0.82764,14,-3.0,True,6270,0.00819583423435688,0.59
