episode,epsilon,moves,raw_return,train_return,won,replay_size,updates,loss,lr,rolling_success_100
985,0.73291,5,-14.0,-13.8,False,11716,11205,0.05891295149922371,0.0007404634085603424,0.83
986,0.73264,4,7.0,7.2,True,11720,11209,0.05891261249780655,0.0007403406584515091,0.83
987,0.73237,8,3.0,3.2,True,11728,11217,0.055338650941848755,0.0007402177937207819,0.84
988,0.7321,9,2.0,2.4,True,11737,11226,0.06121138855814934,0.0007400948144166659,0.84
989,0.73183,3,-12.0,-12.0,False,11740,11229,0.0565560944378376,0.0007399717205877113,0.83
990,0.73156,14,-23.0,-22.8,False,11754,11243,0.05852873995900154,0.0007398485122825138,0.82
991,0.73129,4,7.0,7.2,True,11758,11247,0.054852262139320374,0.0007397251895497139,0.82
992,0.73101,12,-1.0,-0.2,True,11770,11259,0.07179797440767288,0.0007396017524379978,0.82
993,0.73074,8,3.0,3.2,True,11778,11267,0.07616652548313141,0.0007394782009960959,0.82
994,0.73047,1,10.0,10.0,True,11779,11268,0.09226435422897339,0.0007393545352727848,0.82
995,0.7302,3,-12.0,-12.0,False,11782,11271,0.06833287328481674,0.0007392307553168857,0.82
996,0.72993,3,8.0,8.0,True,11785,11274,0.07914359122514725,0.0007391068611772648,0.82
997,0.72966,9,-18.0,-17.4,False,11794,11283,0.07272125035524368,0.0007389828529028339,0.82
998,0.72939,1,10.0,10.0,True,11795,11284,0.05646544322371483,0.0007388587305425491,0.82
999,0.72911,3,8.0,8.4,True,11798,11287,0.06746376305818558,0.0007387344941454122,0.82
1000,0.72884,1,-10.0,-10.0,False,11799,11288,0.04389267787337303,0.0007386101437604696,0.81
1001,0.72857,7,-16.0,-16.0,False,11806,11295,0.08037716895341873,0.000738485679436813,0.8
1002,0.7283,6,5.0,5.4,True,11812,11301,0.08251150697469711,0.0007383611012235789,0.8
1003,0.72803,2,-11.0,-11.2,False,11814,11303,0.058075085282325745,0.0007382364091699488,0.79
1004,0.72776,5,6.0,6.2,True,11819,11308,0.068816639482975,0.0007381116033251491,0.79
1005,0.72749,22,-11.0,-10.8,True,11841,11330,0.07088962197303772,0.0007379866837384513,0.8
1006,0.72721,1,10.0,10.0,True,11842,11331,0.05787097290158272,0.0007378616504591715,0.8
1007,0.72694,14,-3.0,-2.6,True,11856,11345,0.06452295929193497,0.000737736503536671,0.8
1008,0.72667,44,-53.0,-52.8,False,11900,11389,0.06679558753967285,0.0007376112430203558,0.79
1009,0.7264,3,8.0,8.4,True,11903,11392,0.056826744228601456,0.0007374858689596767,0.79
1010,0.72613,7,-16.0,-15.6,False,11910,11399,0.06062368303537369,0.0007373603814041295,0.79
1011,0.72586,4,7.0,7.2,True,11914,11403,0.07251544296741486,0.0007372347804032545,0.8
1012,0.72559,4,-13.0,-13.2,False,11918,11407,0.06014382839202881,0.0007371090660066372,0.79
1013,0.72531,4,7.0,7.2,True,11922,11411,0.04597439244389534,0.0007369832382639076,0.79
1014,0.72504,6,5.0,5.4,True,11928,11417,0.05832699313759804,0.0007368572972247404,0.79
1015,0.72477,9,-18.0,-18.0,False,11937,11426,0.05769293010234833,0.0007367312429388552,0.79
1016,0.7245,1,-10.0,-10.0,False,11938,11427,0.07039779424667358,0.0007366050754560163,0.78
1017,0.72423,4,-13.0,-13.2,False,11942,11431,0.049658264964818954,0.0007364787948260325,0.78
1018,0.72396,8,-17.0,-16.8,False,11950,11439,0.05185746029019356,0.0007363524010987575,0.77
1019,0.72369,2,9.0,9.2,True,11952,11441,0.05536378175020218,0.0007362258943240896,0.77
1020,0.72341,6,5.0,5.6,True,11958,11447,0.05228378251194954,0.0007360992745519714,0.78
1021,0.72314,16,-5.0,-4.4,True,11974,11463,0.059360891580581665,0.0007359725418323905,0.78
1022,0.72287,7,4.0,4.4,True,11981,11470,0.04977286979556084,0.0007358456962153791,0.78
1023,0.7226,6,5.0,5.0,True,11987,11476,0.06562455743551254,0.0007357187377510138,0.78
1024,0.72233,31,-40.0,-39.2,False,12018,11507,0.062266889959573746,0.0007355916664894157,0.78
1025,0.72206,12,-1.0,-0.6,True,12030,11519,0.07428143918514252,0.0007354644824807505,0.78
1026,0.72179,32,-21.0,-20.4,True,12062,11551,0.07294033467769623,0.0007353371857752285,0.78
1027,0.72151,4,7.0,7.4,True,12066,11555,0.07381927967071533,0.0007352097764231045,0.78
1028,0.72124,7,4.0,4.4,True,12073,11562,0.054151855409145355,0.0007350822544746777,0.78
1029,0.72097,14,-3.0,-2.8,True,12087,11576,0.07151031494140625,0.0007349546199802915,0.78
1030,0.7207,3,8.0,8.0,True,12090,11579,0.051762551069259644,0.0007348268729903343,0.78
1031,0.72043,2,9.0,9.2,True,12092,11581,0.050313085317611694,0.0007346990135552383,0.78
1032,0.72016,4,7.0,7.2,True,12096,11585,0.06920446455478668,0.0007345710417254807,0.78
1033,0.71989,7,4.0,4.6,True,12103,11592,0.057072971016168594,0.0007344429575515823,0.78
1034,0.71961,3,8.0,8.2,True,12106,11595,0.06381865590810776,0.0007343147610841091,0.78
1035,0.71934,8,3.0,3.2,True,12114,11603,0.07751674205064774,0.0007341864523736709,0.78
1036,0.71907,8,-17.0,-16.6,False,12122,11611,0.05529520660638809,0.0007340580314709219,0.77
1037,0.7188,11,0.0,0.6,True,12133,11622,0.06832375377416611,0.0007339294984265608,0.77
1038,0.71853,6,5.0,5.8,True,12139,11628,0.06523995846509933,0.0007338008532913302,0.77
1039,0.71826,2,9.0,9.0,True,12141,11630,0.060604557394981384,0.0007336720961160173,0.77
1040,0.71799,1,10.0,10.0,True,12142,11631,0.10698535293340683,0.0007335432269514532,0.77
1041,0.71771,9,2.0,2.2,True,12151,11640,0.06941734999418259,0.0007334142458485137,0.77
1042,0.71744,7,4.0,4.6,True,12158,11647,0.06557732820510864,0.0007332851528581184,0.78
1043,0.71717,1,10.0,10.0,True,12159,11648,0.07672872394323349,0.0007331559480312311,0.78
1044,0.7169,5,6.0,6.2,True,12164,11653,0.06279430538415909,0.0007330266314188598,0.78
1045,0.71663,5,6.0,6.4,True,12169,11658,0.05791863799095154,0.0007328972030720567,0.78
1046,0.71636,12,-21.0,-20.6,False,12181,11670,0.06581660360097885,0.0007327676630419181,0.77
1047,0.71609,29,-38.0,-38.0,False,12210,11699,0.06187465414404869,0.0007326380113795843,0.77
1048,0.71581,5,6.0,6.4,True,12215,11704,0.05020972341299057,0.0007325082481362396,0.78
1049,0.71554,5,6.0,6.4,True,12220,11709,0.053459666669368744,0.0007323783733631128,0.78
1050,0.71527,4,7.0,7.2,True,12224,11713,0.058254241943359375,0.000732248387111476,0.78
1051,0.715,24,-13.0,-12.8,True,12248,11737,0.05733221396803856,0.000732118289432646,0.78
1052,0.71473,7,4.0,4.4,True,12255,11744,0.052055228501558304,0.0007319880803779832,0.78
1053,0.71446,4,7.0,7.2,True,12259,11748,0.05251730605959892,0.0007318577599988922,0.78
1054,0.71419,16,-5.0,-4.6,True,12275,11764,0.08214480429887772,0.0007317273283468214,0.78
1055,0.71391,12,-1.0,-0.8,True,12287,11776,0.06730908900499344,0.0007315967854732629,0.78
1056,0.71364,9,2.0,2.2,True,12296,11785,0.06688180565834045,0.0007314661314297531,0.78
1057,0.71337,17,-26.0,-25.8,False,12313,11802,0.06259478628635406,0.0007313353662678722,0.77
1058,0.7131,1,-10.0,-10.0,False,12314,11803,0.054234083741903305,0.0007312044900392443,0.76
1059,0.71283,1,10.0,10.0,True,12315,11804,0.07690300047397614,0.0007310735027955369,0.76
1060,0.71256,2,9.0,9.2,True,12317,11806,0.06578977406024933,0.0007309424045884622,0.76
1061,0.71229,5,6.0,6.2,True,12322,11811,0.0642174705862999,0.0007308111954697754,0.76
1062,0.71201,6,5.0,5.2,True,12328,11817,0.06081319972872734,0.0007306798754912756,0.76
1063,0.71174,3,8.0,8.2,True,12331,11820,0.06554104387760162,0.0007305484447048063,0.76
1064,0.71147,4,7.0,7.6,True,12335,11824,0.061015672981739044,0.000730416903162254,0.76
1065,0.7112,1,10.0,10.0,True,12336,11825,0.05561426654458046,0.0007302852509155493,0.76
1066,0.71093,8,3.0,3.2,True,12344,11833,0.06228673458099365,0.0007301534880166663,0.76
1067,0.71066,1,10.0,10.0,True,12345,11834,0.05037769675254822,0.0007300216145176231,0.76
1068,0.71039,1,-10.0,-10.0,False,12346,11835,0.06816557049751282,0.0007298896304704812,0.76
1069,0.71011,11,0.0,0.8,True,12357,11846,0.06890226155519485,0.0007297575359273457,0.76
1070,0.70984,24,-13.0,-12.4,True,12381,11870,0.058939676731824875,0.0007296253309403656,0.76
1071,0.70957,1,-10.0,-10.0,False,12382,11871,0.08345123380422592,0.0007294930155617332,0.75
1072,0.7093,5,-14.0,-13.6,False,12387,11876,0.05528740957379341,0.0007293605898436845,0.75
1073,0.70903,8,3.0,3.2,True,12395,11884,0.0614212229847908,0.0007292280538384993,0.75
1074,0.70876,5,-14.0,-14.0,False,12400,11889,0.052835799753665924,0.0007290954075985005,0.74
1075,0.70849,6,5.0,5.2,True,12406,11895,0.061647821217775345,0.0007289626511760548,0.74
1076,0.70821,2,9.0,9.2,True,12408,11897,0.09045492112636566,0.0007288297846235723,0.74
1077,0.70794,23,-12.0,-11.4,True,12431,11920,0.053719572722911835,0.0007286968079935068,0.74
1078,0.70767,1,-10.0,-10.0,False,12432,11921,0.042958926409482956,0.000728563721338355,0.73
1079,0.7074,7,-16.0,-16.2,False,12439,11928,0.050240904092788696,0.0007284305247106577,0.72
1080,0.70713,4,7.0,7.2,True,12443,11932,0.0506855845451355,0.0007282972181629987,0.72
1081,0.70686,1,10.0,10.0,True,12444,11933,0.02920425869524479,0.0007281638017480053,0.73
1082,0.70659,1,10.0,10.0,True,12445,11934,0.04426667094230652,0.0007280302755183483,0.73
1083,0.70631,10,1.0,1.4,True,12455,11944,0.048683036118745804,0.0007278966395267418,0.73
1084,0.70604,1,10.0,10.0,True,12456,11945,0.07067224383354187,0.0007277628938259429,0.73
1085,0.70577,17,-6.0,-5.6,True,12473,11962,0.05389553681015968,0.0007276290384687525,0.74
1086,0.7055,10,1.0,1.2,True,12483,11972,0.047199659049510956,0.0007274950735080145,0.74
1087,0.70523,5,6.0,6.2,True,12488,11977,0.058265067636966705,0.0007273609989966161,0.74
1088,0.70496,5,6.0,6.4,True,12493,11982,0.04127494990825653,0.0007272268149874878,0.74
1089,0.70469,6,5.0,5.6,True,12499,11988,0.04954983666539192,0.0007270925215336035,0.75
1090,0.70441,2,9.0,9.0,True,12501,11990,0.046577610075473785,0.00072695811868798,0.76
1091,0.70414,14,-3.0,-3.0,True,12515,12004,0.0496252067387104,0.0007268236065036774,0.76
1092,0.70387,2,9.0,9.2,True,12517,12006,0.05734005570411682,0.000726688985033799,0.76
1093,0.7036,7,4.0,4.2,True,12524,12013,0.06693641096353531,0.0007265542543314911,0.76
1094,0.70333,3,8.0,8.4,True,12527,12016,0.05764574185013771,0.0007264194144499434,0.76
1095,0.70306,5,6.0,6.6,True,12532,12021,0.06322213262319565,0.0007262844654423886,0.77
1096,0.70279,12,-1.0,-1.0,True,12544,12033,0.07634323835372925,0.0007261494073621023,0.77
1097,0.70251,4,7.0,7.2,True,12548,12037,0.059363219887018204,0.0007260142402624033,0.78
1098,0.70224,43,-32.0,-31.6,True,12591,12080,0.06707584112882614,0.0007258789641966534,0.78
1099,0.70197,2,9.0,9.2,True,12593,12082,0.06399522721767426,0.0007257435792182576,0.78
1100,0.7017,7,4.0,4.8,True,12600,12089,0.06285447627305984,0.0007256080853806636,0.79
1101,0.70143,2,9.0,9.2,True,12602,12091,0.07193170487880707,0.0007254724827373624,0.8
1102,0.70116,6,5.0,5.2,True,12608,12097,0.07303903251886368,0.0007253367713418875,0.8
1103,0.70089,9,-18.0,-18.0,False,12617,12106,0.05942860618233681,0.0007252009512478159,0.8
1104,0.70061,5,6.0,6.4,True,12622,12111,0.05815576761960983,0.0007250650225087671,0.8
1105,0.70034,4,7.0,7.0,True,12626,12115,0.05497531220316887,0.0007249289851784036,0.8
1106,0.70007,2,-11.0,-11.0,False,12628,12117,0.053042978048324585,0.0007247928393104308,0.79
1107,0.6998,23,-32.0,-31.4,False,12651,12140,0.05768454447388649,0.0007246565849585968,0.78
1108,0.69953,1,10.0,10.0,True,12652,12141,0.06401365995407104,0.0007245202221766928,0.79
1109,0.69926,6,5.0,5.2,True,12658,12147,0.055393144488334656,0.0007243837510185527,0.79
1110,0.69899,3,8.0,8.4,True,12661,12150,0.046649470925331116,0.000724247171538053,0.8
1111,0.69871,2,9.0,9.2,True,12663,12152,0.04653948172926903,0.0007241104837891134,0.8
1112,0.69844,6,5.0,5.0,True,12669,12158,0.04133094847202301,0.0007239736878256957,0.81
1113,0.69817,8,3.0,3.8,True,12677,12166,0.06681453436613083,0.0007238367837018051,0.81
1114,0.6979,3,-12.0,-12.0,False,12680,12169,0.05394813045859337,0.000723699771471489,0.8
1115,0.69763,1,-10.0,-10.0,False,12681,12170,0.051053136587142944,0.0007235626511888376,0.8
1116,0.69736,10,-19.0,-18.6,False,12691,12180,0.05920640379190445,0.000723425422907984,0.8
1117,0.69709,2,9.0,9.2,True,12693,12182,0.04218116030097008,0.0007232880866831036,0.81
1118,0.69681,3,-12.0,-11.8,False,12696,12185,0.08813474327325821,0.0007231506425684147,0.81
1119,0.69654,8,3.0,3.8,True,12704,12193,0.05756736546754837,0.000723013090618178,0.81
1120,0.69627,7,4.0,4.2,True,12711,12200,0.06826397031545639,0.0007228754308866967,0.81
1121,0.696,3,-12.0,-11.6,False,12714,12203,0.06635740399360657,0.0007227376634283168,0.8
1122,0.69573,2,9.0,9.2,True,12716,12205,0.04513181000947952,0.0007225997882974268,0.8
1123,0.69546,1,-10.0,-10.0,False,12717,12206,0.04275773838162422,0.0007224618055484575,0.79
1124,0.69519,7,4.0,4.2,True,12724,12213,0.051835622638463974,0.0007223237152358822,0.8
1125,0.69491,6,5.0,5.4,True,12730,12219,0.06042693555355072,0.0007221855174142171,0.8
1126,0.69464,4,7.0,7.2,True,12734,12223,0.06929811090230942,0.0007220472121380202,0.8
1127,0.69437,1,10.0,10.0,True,12735,12224,0.050041113048791885,0.0007219087994618924,0.8
1128,0.6941,2,9.0,9.2,True,12737,12226,0.05697517842054367,0.0007217702794404767,0.8
1129,0.69383,10,-19.0,-18.4,False,12747,12236,0.05245257541537285,0.0007216316521284588,0.79
1130,0.69356,8,-17.0,-17.0,False,12755,12244,0.06080247089266777,0.0007214929175805663,0.78
1131,0.69329,19,-8.0,-7.6,True,12774,12263,0.06292379647493362,0.0007213540758515697,0.78
1132,0.69301,4,7.0,7.2,True,12778,12267,0.0587325245141983,0.0007212151269962813,0.78
1133,0.69274,23,-12.0,-11.6,True,12801,12290,0.0637253001332283,0.0007210760710695559,0.78
1134,0.69247,24,-13.0,-12.6,True,12825,12314,0.06803715974092484,0.0007209369081262909,0.78
1135,0.6922,26,-15.0,-14.8,True,12851,12340,0.06198224052786827,0.0007207976382214252,0.78
1136,0.69193,41,-30.0,-29.4,True,12892,12381,0.06467191129922867,0.0007206582614099406,0.79
1137,0.69166,31,-20.0,-19.4,True,12923,12412,0.05515868216753006,0.0007205187777468608,0.79
1138,0.69139,2,-11.0,-11.0,False,12925,12414,0.035756539553403854,0.0007203791872872517,0.78
1139,0.69111,2,9.0,9.0,True,12927,12416,0.06701135635375977,0.0007202394900862215,0.78
1140,0.69084,3,8.0,8.2,True,12930,12419,0.05819523334503174,0.0007200996861989204,0.78
1141,0.69057,4,-13.0,-13.0,False,12934,12423,0.055602699518203735,0.0007199597756805407,0.77
1142,0.6903,5,6.0,6.2,True,12939,12428,0.050847508013248444,0.0007198197585863169,0.77
1143,0.69003,1,10.0,10.0,True,12940,12429,0.055112287402153015,0.0007196796349715255,0.77
1144,0.68976,27,-16.0,-15.6,True,12967,12456,0.04958973824977875,0.0007195394048914851,0.77
1145,0.68949,7,4.0,4.6,True,12974,12463,0.05145249888300896,0.0007193990684015565,0.77
1146,0.68921,4,-13.0,-13.2,False,12978,12467,0.047145526856184006,0.0007192586255571419,0.77
1147,0.68894,7,4.0,4.4,True,12985,12474,0.047223057597875595,0.0007191180764136863,0.78
1148,0.68867,5,-14.0,-14.2,False,12990,12479,0.06401052325963974,0.0007189774210266761,0.77
1149,0.6884,1,10.0,10.0,True,12991,12480,0.03913581371307373,0.0007188366594516398,0.77
1150,0.68813,13,-2.0,-1.8,True,13004,12493,0.06150496378540993,0.0007186957917441481,0.77
1151,0.68786,5,6.0,6.6,True,13009,12498,0.04889865592122078,0.000718554817959813,0.77
1152,0.68759,1,10.0,10.0,True,13010,12499,0.06706897169351578,0.0007184137381542889,0.77
1153,0.68731,1,10.0,10.0,True,13011,12500,0.059267524629831314,0.0007182725523832717,0.77
1154,0.68704,11,0.0,0.6,True,13022,12511,0.07152733206748962,0.0007181312607024995,0.77
1155,0.68677,6,5.0,5.6,True,13028,12517,0.06856764107942581,0.000717989863167752,0.77
1156,0.6865,5,6.0,6.0,True,13033,12522,0.06996393203735352,0.0007178483598348506,0.77
1157,0.68623,1,10.0,10.0,True,13034,12523,0.07866213470697403,0.0007177067507596587,0.78
1158,0.68596,5,6.0,6.4,True,13039,12528,0.06630238145589828,0.0007175650359980812,0.79
1159,0.68569,3,8.0,8.4,True,13042,12531,0.06849008798599243,0.0007174232156060649,0.79
1160,0.68541,3,8.0,8.0,True,13045,12534,0.055910754948854446,0.0007172812896395984,0.79
1161,0.68514,1,-10.0,-10.0,False,13046,12535,0.10277832299470901,0.0007171392581547116,0.78
1162,0.68487,1,10.0,10.0,True,13047,12536,0.09359853714704514,0.0007169971212074763,0.78
1163,0.6846,4,7.0,7.4,True,13051,12540,0.060540203005075455,0.000716854878854006,0.78
1164,0.68433,1,-10.0,-10.0,False,13052,12541,0.06593618541955948,0.0007167125311504556,0.77
1165,0.68406,4,7.0,7.2,True,13056,12545,0.06531531363725662,0.0007165700781530221,0.77
1166,0.68379,12,-1.0,-0.6,True,13068,12557,0.05829983949661255,0.0007164275199179431,0.77
1167,0.68351,10,1.0,1.4,True,13078,12567,0.0667414516210556,0.0007162848565014987,0.77
1168,0.68324,1,10.0,10.0,True,13079,12568,0.05527113750576973,0.0007161420879600102,0.78
1169,0.68297,1,10.0,10.0,True,13080,12569,0.06872756779193878,0.0007159992143498401,0.78
1170,0.6827,7,4.0,4.8,True,13087,12576,0.05874653533101082,0.0007158562357273929,0.78
1171,0.68243,19,-28.0,-28.0,False,13106,12595,0.06758122891187668,0.000715713152149114,0.78
1172,0.68216,17,-26.0,-25.6,False,13123,12612,0.05966929718852043,0.0007155699636714909,0.78
1173,0.68189,13,-2.0,-1.4,True,13136,12625,0.046584051102399826,0.0007154266703510519,0.78
1174,0.68161,1,10.0,10.0,True,13137,12626,0.06436777114868164,0.000715283272244367,0.79
1175,0.68134,6,5.0,5.4,True,13143,12632,0.07641220092773438,0.0007151397694080475,0.79
1176,0.68107,24,-33.0,-33.4,False,13167,12656,0.060264673084020615,0.0007149961618987461,0.78
1177,0.6808,5,6.0,6.0,True,13172,12661,0.060836415737867355,0.0007148524497731566,0.78
1178,0.68053,5,6.0,6.8,True,13177,12666,0.06292839348316193,0.0007147086330880145,0.79
1179,0.68026,4,7.0,7.6,True,13181,12670,0.05555050075054169,0.0007145647119000962,0.8
1180,0.67999,10,1.0,1.2,True,13191,12680,0.050436150282621384,0.0007144206862662194,0.8
1181,0.67971,6,-15.0,-15.2,False,13197,12686,0.05513715744018555,0.0007142765562432433,0.79
1182,0.67944,6,5.0,5.4,True,13203,12692,0.054918427020311356,0.0007141323218880684,0.79
1183,0.67917,10,1.0,1.4,True,13213,12702,0.06448320299386978,0.0007139879832576356,0.79
1184,0.6789,35,-44.0,-44.0,False,13248,12737,0.04896407201886177,0.0007138435404089278,0.78
1185,0.67863,6,5.0,5.6,True,13254,12743,0.04393791779875755,0.0007136989933989689,0.78
1186,0.67836,4,7.0,7.2,True,13258,12747,0.047961775213479996,0.0007135543422848235,0.78
1187,0.67809,1,10.0,10.0,True,13259,12748,0.059359386563301086,0.0007134095871235976,0.78
1188,0.67781,2,-11.0,-11.0,False,13261,12750,0.044024355709552765,0.0007132647279724383,0.77
1189,0.67754,9,2.0,2.6,True,13270,12759,0.06432277709245682,0.0007131197648885338,0.77
1190,0.67727,3,8.0,8.2,True,13273,12762,0.07420483976602554,0.0007129746979291131,0.77
1191,0.677,9,-18.0,-17.6,False,13282,12771,0.0698997899889946,0.0007128295271514464,0.76
1192,0.67673,5,6.0,6.4,True,13287,12776,0.08387606590986252,0.0007126842526128446,0.76
1193,0.67646,21,-10.0,-9.8,True,13308,12797,0.06749699264764786,0.0007125388743706602,0.76
1194,0.67619,1,-10.0,-10.0,False,13309,12798,0.04953128099441528,0.0007123933924822859,0.75
1195,0.67591,6,5.0,5.2,True,13315,12804,0.07193126529455185,0.0007122478070051558,0.75
1196,0.67564,3,8.0,8.2,True,13318,12807,0.0564381368458271,0.0007121021179967447,0.75
1197,0.67537,3,8.0,8.4,True,13321,12810,0.06708890944719315,0.0007119563255145682,0.75
1198,0.6751,4,-13.0,-12.8,False,13325,12814,0.06429050862789154,0.0007118104296161831,0.74
1199,0.67483,10,1.0,1.4,True,13335,12824,0.06294287741184235,0.0007116644303591867,0.74
1200,0.67456,24,-13.0,-12.4,True,13359,12848,0.06093132123351097,0.0007115183278012171,0.74
1201,0.67429,4,7.0,7.4,True,13363,12852,0.04777920991182327,0.0007113721219999534,0.74
1202,0.67401,9,2.0,2.4,True,13372,12861,0.05338946357369423,0.0007112258130131152,0.74
1203,0.67374,7,4.0,4.4,True,13379,12868,0.05681701377034187,0.000711079400898463,0.75
1204,0.67347,1,10.0,10.0,True,13380,12869,0.059429362416267395,0.0007109328857137979,0.75
1205,0.6732,3,8.0,8.4,True,13383,12872,0.05818968638777733,0.0007107862675169622,0.75
1206,0.67293,9,2.0,2.4,True,13392,12881,0.05354827642440796,0.000710639546365838,0.76
1207,0.67266,10,-19.0,-19.6,False,13402,12891,0.0547209307551384,0.0007104927223183486,0.76
1208,0.67239,1,-10.0,-10.0,False,13403,12892,0.04990331456065178,0.0007103457954324579,0.75
1209,0.67211,3,8.0,8.4,True,13406,12895,0.05157407000660896,0.0007101987657661703,0.75
1210,0.67184,2,-11.0,-11.0,False,13408,12897,0.04366949945688248,0.0007100516333775307,0.74
1211,0.67157,3,8.0,8.4,True,13411,12900,0.05700370669364929,0.0007099043983246246,0.74
1212,0.6713,3,-12.0,-12.2,False,13414,12903,0.06774795800447464,0.0007097570606655782,0.73
1213,0.67103,1,10.0,10.0,True,13415,12904,0.07636917382478714,0.000709609620458558,0.73
1214,0.67076,14,-3.0,-2.2,True,13429,12918,0.05813927575945854,0.000709462077761771,0.74
1215,0.67049,1,-10.0,-10.0,False,13430,12919,0.05062047764658928,0.0007093144326334648,0.74
1216,0.67021,14,-3.0,-2.2,True,13444,12933,0.056418485939502716,0.0007091666851319273,0.75
1217,0.66994,12,-1.0,-0.6,True,13456,12945,0.04856850579380989,0.000709018835315487,0.75
1218,0.66967,5,6.0,6.2,True,13461,12950,0.04395930841565132,0.0007088708832425126,0.76
1219,0.6694,2,9.0,9.2,True,13463,12952,0.06969363987445831,0.0007087228289714131,0.76
1220,0.66913,5,6.0,6.8,True,13468,12957,0.0498429574072361,0.0007085746725606383,0.76
1221,0.66886,2,9.0,9.2,True,13470,12959,0.049151595681905746,0.0007084264140686776,0.77
1222,0.66859,3,8.0,8.4,True,13473,12962,0.05049131438136101,0.0007082780535540615,0.77
1223,0.66831,4,7.0,7.0,True,13477,12966,0.03957989439368248,0.00070812959107536,0.78
1224,0.66804,1,10.0,10.0,True,13478,12967,0.07265374064445496,0.000707981026691184,0.78
1225,0.66777,6,5.0,5.2,True,13484,12973,0.05226979777216911,0.0007078323604601843,0.78
1226,0.6675,2,9.0,9.2,True,13486,12975,0.05268183350563049,0.000707683592441052,0.78
1227,0.66723,19,-8.0,-7.8,True,13505,12994,0.04559249058365822,0.0007075347226925182,0.78
1228,0.66696,2,9.0,9.2,True,13507,12996,0.04811084270477295,0.0007073857512733548,0.78
1229,0.66669,5,6.0,6.2,True,13512,13001,0.049862395972013474,0.0007072366782423727,0.79
1230,0.66641,5,6.0,6.0,True,13517,13006,0.07795802503824234,0.0007070875036584239,0.8
1231,0.66614,2,9.0,9.2,True,13519,13008,0.06547841429710388,0.0007069382275804001,0.8
1232,0.66587,7,-16.0,-16.0,False,13526,13015,0.07276664674282074,0.0007067888500672333,0.79
1233,0.6656,1,10.0,10.0,True,13527,13016,0.05647988244891167,0.0007066393711778953,0.79
1234,0.66533,3,8.0,8.0,True,13530,13019,0.0732204020023346,0.0007064897909713978,0.79
1235,0.66506,13,-2.0,-1.4,True,13543,13032,0.06549698114395142,0.0007063401095067929,0.79
1236,0.66479,12,-1.0,-0.2,True,13555,13044,0.0637083649635315,0.0007061903268431723,0.79
1237,0.66451,4,-13.0,-13.0,False,13559,13048,0.05107632651925087,0.000706040443039668,0.78
1238,0.66424,3,8.0,8.0,True,13562,13051,0.04705517366528511,0.0007058904581554517,0.79
1239,0.66397,8,3.0,3.4,True,13570,13059,0.06120070442557335,0.000705740372249735,0.79
1240,0.6637,3,-12.0,-11.6,False,13573,13062,0.06007109954953194,0.0007055901853817696,0.78
1241,0.66343,2,9.0,9.2,True,13575,13064,0.054769083857536316,0.0007054398976108466,0.79
1242,0.66316,11,0.0,0.6,True,13586,13075,0.06852838397026062,0.0007052895089962975,0.79
1243,0.66289,7,4.0,4.6,True,13593,13082,0.06778393685817719,0.0007051390195974933,0.79
1244,0.66261,8,3.0,3.6,True,13601,13090,0.05445960536599159,0.0007049884294738448,0.79
1245,0.66234,18,-7.0,-6.4,True,13619,13108,0.05008980631828308,0.0007048377386848024,0.79
1246,0.66207,5,6.0,6.4,True,13624,13113,0.05882927030324936,0.0007046869472898567,0.8
1247,0.6618,2,9.0,9.2,True,13626,13115,0.06069941073656082,0.0007045360553485377,0.8
1248,0.66153,25,-14.0,-13.2,True,13651,13140,0.05635981634259224,0.0007043850629204152,0.81
1249,0.66126,2,-11.0,-10.8,False,13653,13142,0.06438490748405457,0.0007042339700650984,0.8
1250,0.66099,6,5.0,5.6,True,13659,13148,0.056960176676511765,0.0007040827768422367,0.8
1251,0.66071,1,10.0,10.0,True,13660,13149,0.0529848150908947,0.0007039314833115184,0.8
1252,0.66044,11,0.0,0.4,True,13671,13160,0.0580841526389122,0.000703780089532672,0.8
1253,0.66017,19,-8.0,-7.8,True,13690,13179,0.05452778562903404,0.0007036285955654655,0.8
1254,0.6599,19,-8.0,-8.0,True,13709,13198,0.052728258073329926,0.0007034770014697061,0.8
1255,0.65963,10,1.0,1.2,True,13719,13208,0.048500288277864456,0.0007033253073052408,0.8
1256,0.65936,15,-4.0,-3.6,True,13734,13223,0.049867503345012665,0.0007031735131319561,0.8
1257,0.65909,4,7.0,7.2,True,13738,13227,0.05347973108291626,0.0007030216190097779,0.8
1258,0.65881,4,7.0,7.2,True,13742,13231,0.046279020607471466,0.0007028696249986716,0.8
1259,0.65854,1,10.0,10.0,True,13743,13232,0.042901407927274704,0.0007027175311586421,0.8
1260,0.65827,10,1.0,1.2,True,13753,13242,0.04506605491042137,0.0007025653375497334,0.8
1261,0.658,5,6.0,6.4,True,13758,13247,0.04343236982822418,0.0007024130442320294,0.81
1262,0.65773,2,9.0,9.2,True,13760,13249,0.04300108179450035,0.0007022606512656531,0.81
1263,0.65746,2,9.0,9.2,True,13762,13251,0.05024567246437073,0.0007021081587107664,0.81
1264,0.65719,4,7.0,7.4,True,13766,13255,0.0585896372795105,0.0007019555666275716,0.82
1265,0.65691,24,-13.0,-12.8,True,13790,13279,0.058661822229623795,0.0007018028750763091,0.82
