episode,epsilon,moves,raw_return,train_return,won,replay_size,updates,loss,lr,rolling_success_100
2310,0.37327,4,-13.0,-12.8,False,20000,19543,0.026833191514015198,0.0005010565414264795,0.93
2311,0.373,4,7.0,7.4,True,20000,19547,0.02736104466021061,0.0005008389722905396,0.93
2312,0.37273,9,2.0,2.4,True,20000,19556,0.027790270745754242,0.0005006213830841788,0.93
2313,0.37246,3,8.0,8.0,True,20000,19559,0.017887085676193237,0.0005004037738932975,0.93
2314,0.37219,3,8.0,8.4,True,20000,19562,0.0237556304782629,0.0005001861448038046,0.93
2315,0.37191,3,8.0,8.2,True,20000,19565,0.029716460034251213,0.0004999684959016164,0.93
2316,0.37164,1,10.0,10.0,True,20000,19566,0.03226429224014282,0.0004997508272726575,0.93
2317,0.37137,3,8.0,8.2,True,20000,19569,0.02339761145412922,0.0004995331390028598,0.93
2318,0.3711,2,9.0,9.2,True,20000,19571,0.031148262321949005,0.0004993154311781633,0.93
2319,0.37083,12,-1.0,-0.4,True,20000,19583,0.02465907298028469,0.0004990977038845157,0.93
2320,0.37056,3,8.0,8.4,True,20000,19586,0.02620024047791958,0.000498879957207872,0.93
2321,0.37029,1,10.0,10.0,True,20000,19587,0.014056562446057796,0.0004986621912341954,0.94
2322,0.37001,4,7.0,7.2,True,20000,19591,0.02249257080256939,0.0004984444060494563,0.94
2323,0.36974,4,7.0,7.4,True,20000,19595,0.02619997225701809,0.0004982266017396329,0.94
2324,0.36947,1,10.0,10.0,True,20000,19596,0.02174866385757923,0.000498008778390711,0.94
2325,0.3692,1,10.0,10.0,True,20000,19597,0.02740742266178131,0.0004977909360886836,0.94
2326,0.36893,6,5.0,5.4,True,20000,19603,0.02417059801518917,0.0004975730749195514,0.94
2327,0.36866,5,6.0,6.6,True,20000,19608,0.025051254779100418,0.0004973551949693228,0.94
2328,0.36839,14,-3.0,-2.2,True,20000,19622,0.027211269363760948,0.0004971372963240132,0.94
2329,0.36811,6,5.0,5.6,True,20000,19628,0.02272566221654415,0.0004969193790696455,0.94
2330,0.36784,9,2.0,2.6,True,20000,19637,0.02776733972132206,0.0004967014432922499,0.94
2331,0.36757,3,8.0,8.4,True,20000,19640,0.028073720633983612,0.0004964834890778642,0.94
2332,0.3673,2,9.0,9.2,True,20000,19642,0.02120564505457878,0.0004962655165125331,0.94
2333,0.36703,3,8.0,8.0,True,20000,19645,0.02478604204952717,0.0004960475256823088,0.94
2334,0.36676,3,8.0,8.4,True,20000,19648,0.014541029930114746,0.0004958295166732504,0.94
2335,0.36649,11,0.0,0.8,True,20000,19659,0.02341604419052601,0.000495611489571425,0.94
2336,0.36621,4,7.0,7.2,True,20000,19663,0.027393516153097153,0.0004953934444629057,0.94
2337,0.36594,1,10.0,10.0,True,20000,19664,0.01884540356695652,0.0004951753814337734,0.95
2338,0.36567,3,8.0,8.4,True,20000,19667,0.016965555027127266,0.000494957300570116,0.95
2339,0.3654,5,6.0,6.8,True,20000,19672,0.026305902749300003,0.0004947392019580282,0.95
2340,0.36513,7,4.0,4.4,True,20000,19679,0.022043883800506592,0.000494521085683612,0.95
2341,0.36486,5,6.0,6.4,True,20000,19684,0.01901848241686821,0.0004943029518329764,0.95
2342,0.36459,4,7.0,7.6,True,20000,19688,0.026077643036842346,0.0004940848004922369,0.95
2343,0.36431,2,9.0,9.2,True,20000,19690,0.01948666200041771,0.0004938666317475166,0.95
2344,0.36404,6,5.0,5.2,True,20000,19696,0.023850252851843834,0.0004936484456849446,0.95
2345,0.36377,5,6.0,6.4,True,20000,19701,0.019623801112174988,0.0004934302423906575,0.95
2346,0.3635,1,10.0,10.0,True,20000,19702,0.028876693919301033,0.0004932120219507984,0.95
2347,0.36323,4,7.0,7.6,True,20000,19706,0.0274747833609581,0.0004929937844515176,0.95
2348,0.36296,3,8.0,8.4,True,20000,19709,0.02388232946395874,0.0004927755299789714,0.95
2349,0.36269,12,-1.0,-0.4,True,20000,19721,0.021632516756653786,0.0004925572586193235,0.96
2350,0.36241,4,7.0,7.2,True,20000,19725,0.025006167590618134,0.0004923389704587438,0.96
2351,0.36214,11,0.0,1.0,True,20000,19736,0.025293953716754913,0.0004921206655834091,0.96
2352,0.36187,3,8.0,8.4,True,20000,19739,0.021252697333693504,0.0004919023440795027,0.96
2353,0.3616,9,2.0,2.6,True,20000,19748,0.023578086867928505,0.0004916840060332146,0.96
2354,0.36133,4,7.0,7.2,True,20000,19752,0.03091931715607643,0.000491465651530741,0.96
2355,0.36106,2,9.0,9.2,True,20000,19754,0.022767595946788788,0.0004912472806582848,0.96
2356,0.36079,5,6.0,6.0,True,20000,19759,0.023071885108947754,0.0004910288935020555,0.96
2357,0.36051,7,4.0,4.8,True,20000,19766,0.027443289756774902,0.0004908104901482687,0.96
2358,0.36024,4,7.0,7.6,True,20000,19770,0.025907615199685097,0.0004905920706831468,0.96
2359,0.35997,7,4.0,4.4,True,20000,19777,0.024974903091788292,0.0004903736351929181,0.96
2360,0.3597,4,7.0,7.6,True,20000,19781,0.02379147708415985,0.0004901551837638178,0.96
2361,0.35943,4,7.0,7.6,True,20000,19785,0.026309598237276077,0.0004899367164820868,0.96
2362,0.35916,10,1.0,2.0,True,20000,19795,0.023644233122467995,0.0004897182334339727,0.96
2363,0.35889,6,5.0,5.6,True,20000,19801,0.026363959535956383,0.000489499734705729,0.96
2364,0.35861,6,5.0,5.4,True,20000,19807,0.028438204899430275,0.0004892812203836155,0.96
2365,0.35834,3,8.0,8.4,True,20000,19810,0.027028441429138184,0.0004890626905538984,0.96
2366,0.35807,5,6.0,6.8,True,20000,19815,0.024245206266641617,0.0004888441453028497,0.96
2367,0.3578,3,8.0,8.4,True,20000,19818,0.02960881032049656,0.0004886255847167475,0.96
2368,0.35753,3,8.0,8.4,True,20000,19821,0.02429320476949215,0.0004884070088818763,0.96
2369,0.35726,2,9.0,9.2,True,20000,19823,0.023400839418172836,0.0004881884178845261,0.96
2370,0.35699,3,8.0,8.4,True,20000,19826,0.02972714602947235,0.0004879698118109934,0.96
2371,0.35671,1,10.0,10.0,True,20000,19827,0.022013604640960693,0.00048775119074758036,0.96
2372,0.35644,3,8.0,8.4,True,20000,19830,0.02633185125887394,0.00048753255478059494,0.97
2373,0.35617,3,8.0,8.4,True,20000,19833,0.02476692758500576,0.00048731390399635137,0.97
2374,0.3559,2,-11.0,-10.8,False,20000,19835,0.026257649064064026,0.00048709523848116943,0.96
2375,0.35563,2,9.0,9.2,True,20000,19837,0.026250645518302917,0.0004868765583213748,0.96
2376,0.35536,8,3.0,3.2,True,20000,19845,0.029694998636841774,0.00048665786360329894,0.96
2377,0.35509,4,7.0,7.6,True,20000,19849,0.021550221368670464,0.0004864391544132791,0.96
2378,0.35481,7,4.0,4.4,True,20000,19856,0.021414844319224358,0.00048622043083765824,0.96
2379,0.35454,5,6.0,6.2,True,20000,19861,0.025460610166192055,0.00048600169296278493,0.96
2380,0.35427,4,7.0,7.2,True,20000,19865,0.02444186992943287,0.0004857829408750133,0.97
2381,0.354,4,7.0,7.6,True,20000,19869,0.018868274986743927,0.00048556417466070334,0.97
2382,0.35373,9,2.0,2.8,True,20000,19878,0.020590247586369514,0.00048534539440622045,0.97
2383,0.35346,1,-10.0,-10.0,False,20000,19879,0.025152483955025673,0.0004851266001979355,0.96
2384,0.35319,3,8.0,8.0,True,20000,19882,0.020165281370282173,0.0004849077921222252,0.96
2385,0.35291,1,10.0,10.0,True,20000,19883,0.022328412160277367,0.0004846889702654715,0.96
2386,0.35264,12,-21.0,-20.8,False,20000,19895,0.024034127593040466,0.00048447013471406155,0.95
2387,0.35237,6,5.0,6.0,True,20000,19901,0.022000370547175407,0.00048425128555438845,0.95
2388,0.3521,6,5.0,5.8,True,20000,19907,0.021533071994781494,0.00048403242287285014,0.95
2389,0.35183,5,6.0,6.8,True,20000,19912,0.024050043895840645,0.0004838135467558502,0.95
2390,0.35156,3,8.0,8.4,True,20000,19915,0.017915142700076103,0.0004835946572897977,0.95
2391,0.35129,3,8.0,8.0,True,20000,19918,0.018481533974409103,0.00048337575456110633,0.95
2392,0.35101,3,8.0,8.4,True,20000,19921,0.02397727221250534,0.0004831568386561957,0.95
2393,0.35074,4,7.0,7.4,True,20000,19925,0.022283969447016716,0.00048293790966149035,0.95
2394,0.35047,2,9.0,9.2,True,20000,19927,0.018511317670345306,0.0004827189676634198,0.95
2395,0.3502,1,10.0,10.0,True,20000,19928,0.02026701159775257,0.00048250001274841893,0.95
2396,0.34993,1,10.0,10.0,True,20000,19929,0.020095273852348328,0.0004822810450029279,0.95
2397,0.34966,8,3.0,3.6,True,20000,19937,0.021576663479208946,0.00048206206451339144,0.96
2398,0.34939,7,4.0,4.8,True,20000,19944,0.02211134135723114,0.0004818430713662597,0.96
2399,0.34911,5,6.0,6.4,True,20000,19949,0.021692339330911636,0.00048162406564798764,0.96
2400,0.34884,5,6.0,6.4,True,20000,19954,0.02086378075182438,0.00048140504744503533,0.96
2401,0.34857,8,3.0,3.6,True,20000,19962,0.022869426757097244,0.00048118601684386776,0.96
2402,0.3483,2,9.0,9.2,True,20000,19964,0.022323407232761383,0.0004809669739309545,0.96
2403,0.34803,2,9.0,9.2,True,20000,19966,0.021529652178287506,0.0004807479187927703,0.96
2404,0.34776,1,10.0,10.0,True,20000,19967,0.019438767805695534,0.00048052885151579486,0.96
2405,0.34749,3,8.0,8.4,True,20000,19970,0.019483625888824463,0.0004803097721865122,0.96
2406,0.34721,4,7.0,7.2,True,20000,19974,0.018177740275859833,0.0004800906808914115,0.96
2407,0.34694,8,3.0,3.2,True,20000,19982,0.021425357088446617,0.00047987157771698665,0.96
2408,0.34667,3,8.0,8.4,True,20000,19985,0.017496250569820404,0.0004796524627497359,0.96
2409,0.3464,1,10.0,10.0,True,20000,19986,0.038695771247148514,0.0004794333360761625,0.96
2410,0.34613,1,10.0,10.0,True,20000,19987,0.019271470606327057,0.0004792141977827741,0.97
2411,0.34586,4,-13.0,-12.6,False,20000,19991,0.02055107057094574,0.0004789950479560831,0.96
2412,0.34559,2,9.0,9.0,True,20000,19993,0.0170400720089674,0.0004787758866826065,0.96
2413,0.34531,32,-21.0,-20.2,True,20000,20025,0.02662872150540352,0.0004785567140488654,0.96
2414,0.34504,1,10.0,10.0,True,20000,20026,0.02200130932033062,0.00047833753014138577,0.96
2415,0.34477,1,10.0,10.0,True,20000,20027,0.026280799880623817,0.00047811833504669815,0.96
2416,0.3445,16,-5.0,-4.4,True,20000,20043,0.02713502198457718,0.00047789912885133715,0.96
2417,0.34423,4,7.0,7.6,True,20000,20047,0.023630011826753616,0.00047767991164184183,0.96
2418,0.34396,3,8.0,8.0,True,20000,20050,0.04398826137185097,0.00047746068350475586,0.96
2419,0.34369,3,8.0,8.2,True,20000,20053,0.026803383603692055,0.0004772414445266269,0.96
2420,0.34341,4,7.0,7.2,True,20000,20057,0.027993904426693916,0.0004770221947940071,0.96
2421,0.34314,1,-10.0,-10.0,False,20000,20058,0.022111093625426292,0.00047680293439345266,0.95
2422,0.34287,5,6.0,6.0,True,20000,20063,0.027794282883405685,0.0004765836634115242,0.95
2423,0.3426,8,3.0,3.2,True,20000,20071,0.02298225648701191,0.00047636438193478654,0.95
2424,0.34233,2,9.0,9.2,True,20000,20073,0.03012019395828247,0.00047614509004980835,0.95
2425,0.34206,5,6.0,6.4,True,20000,20078,0.02605806291103363,0.00047592578784316265,0.95
2426,0.34179,4,7.0,7.2,True,20000,20082,0.024350296705961227,0.0004757064754014265,0.95
2427,0.34151,3,8.0,8.2,True,20000,20085,0.027556369081139565,0.00047548715281118105,0.95
2428,0.34124,3,-12.0,-11.6,False,20000,20088,0.02547217719256878,0.00047526782015901126,0.94
2429,0.34097,5,6.0,6.8,True,20000,20093,0.021692952141165733,0.00047504847753150625,0.94
2430,0.3407,2,9.0,9.0,True,20000,20095,0.01973065175116062,0.00047482912501525896,0.94
2431,0.34043,3,8.0,8.4,True,20000,20098,0.031066128984093666,0.00047460976269686646,0.94
2432,0.34016,1,10.0,10.0,True,20000,20099,0.027588745579123497,0.0004743903906629292,0.94
2433,0.33989,6,5.0,5.6,True,20000,20105,0.027750583365559578,0.000474171009000052,0.94
2434,0.33961,5,6.0,6.2,True,20000,20110,0.024603355675935745,0.00047395161779484335,0.94
2435,0.33934,2,9.0,9.2,True,20000,20112,0.032910775393247604,0.00047373221713391527,0.94
2436,0.33907,6,5.0,5.6,True,20000,20118,0.023362284526228905,0.0004735128071038837,0.94
2437,0.3388,9,2.0,2.4,True,20000,20127,0.023963991552591324,0.0004732933877913683,0.94
2438,0.33853,5,6.0,6.6,True,20000,20132,0.02330067567527294,0.0004730739592829922,0.94
2439,0.33826,1,10.0,10.0,True,20000,20133,0.017187179997563362,0.0004728545216653825,0.94
2440,0.33799,1,10.0,10.0,True,20000,20134,0.01596660353243351,0.00047263507502516957,0.94
2441,0.33771,1,-10.0,-10.0,False,20000,20135,0.023729464039206505,0.0004724156194489874,0.93
2442,0.33744,11,0.0,0.8,True,20000,20146,0.025486983358860016,0.00047219615502347374,0.93
2443,0.33717,6,5.0,5.4,True,20000,20152,0.021802956238389015,0.0004719766818352696,0.93
2444,0.3369,5,6.0,6.4,True,20000,20157,0.02581121399998665,0.00047175719997101946,0.93
2445,0.33663,3,8.0,8.4,True,20000,20160,0.01723896898329258,0.0004715377095173714,0.93
2446,0.33636,2,9.0,9.0,True,20000,20162,0.029023759067058563,0.0004713182105609768,0.93
2447,0.33609,2,9.0,9.2,True,20000,20164,0.027471434324979782,0.0004710987031884901,0.93
2448,0.33581,4,7.0,7.2,True,20000,20168,0.022030483931303024,0.0004708791874865697,0.93
2449,0.33554,10,1.0,1.8,True,20000,20178,0.022836655378341675,0.0004706596635418766,0.93
2450,0.33527,4,7.0,7.2,True,20000,20182,0.020060265436768532,0.00047044013144107556,0.93
2451,0.335,4,7.0,7.6,True,20000,20186,0.0232441034168005,0.00047022059127083436,0.93
2452,0.33473,14,-3.0,-2.0,True,20000,20200,0.024936048313975334,0.0004700010431178239,0.93
2453,0.33446,2,9.0,9.2,True,20000,20202,0.02602832391858101,0.0004697814870687185,0.93
2454,0.33419,3,8.0,8.4,True,20000,20205,0.032726187258958817,0.00046956192321019515,0.93
2455,0.33391,4,7.0,7.6,True,20000,20209,0.02304401807487011,0.00046934235162893434,0.93
2456,0.33364,5,6.0,6.4,True,20000,20214,0.027318228036165237,0.00046912277241161946,0.93
2457,0.33337,11,0.0,0.2,True,20000,20225,0.02482793480157852,0.0004689031856449368,0.93
2458,0.3331,5,6.0,6.6,True,20000,20230,0.023095790296792984,0.0004686835914155759,0.93
2459,0.33283,5,6.0,6.6,True,20000,20235,0.025625402107834816,0.0004684639898102291,0.93
2460,0.33256,3,8.0,8.4,True,20000,20238,0.02002079039812088,0.0004682443809155913,0.93
2461,0.33229,1,10.0,10.0,True,20000,20239,0.031992752104997635,0.000468024764818361,0.93
2462,0.33201,2,9.0,9.2,True,20000,20241,0.022759009152650833,0.00046780514160523916,0.93
2463,0.33174,5,6.0,6.2,True,20000,20246,0.023359131067991257,0.0004675855113629292,0.93
2464,0.33147,1,10.0,10.0,True,20000,20247,0.019660895690321922,0.00046736587417813783,0.93
2465,0.3312,6,5.0,6.0,True,20000,20253,0.02592109702527523,0.00046714623013757435,0.93
2466,0.33093,15,-4.0,-3.4,True,20000,20268,0.02694634720683098,0.0004669265793279509,0.93
2467,0.33066,3,8.0,8.4,True,20000,20271,0.026093820109963417,0.00046670692183598195,0.93
2468,0.33039,2,9.0,9.2,True,20000,20273,0.026760881766676903,0.00046648725774838467,0.93
2469,0.33011,6,5.0,5.6,True,20000,20279,0.03303726390004158,0.00046626758715187934,0.93
2470,0.32984,6,5.0,5.6,True,20000,20285,0.03279874473810196,0.0004660479101331882,0.93
2471,0.32957,4,7.0,7.0,True,20000,20289,0.024947814643383026,0.00046582822677903614,0.93
2472,0.3293,1,-10.0,-10.0,False,20000,20290,0.024562418460845947,0.00046560853717615095,0.92
2473,0.32903,5,6.0,6.4,True,20000,20295,0.03147374838590622,0.0004653888414112625,0.92
2474,0.32876,1,10.0,10.0,True,20000,20296,0.023865291848778725,0.0004651691395711031,0.93
2475,0.32849,7,4.0,4.8,True,20000,20303,0.03305321931838989,0.0004649494317424077,0.93
2476,0.32821,3,8.0,8.4,True,20000,20306,0.034778792411088943,0.0004647297180119133,0.93
2477,0.32794,3,8.0,8.4,True,20000,20309,0.022915584966540337,0.00046450999846635955,0.93
2478,0.32767,5,6.0,6.4,True,20000,20314,0.028996895998716354,0.00046429027319248823,0.93
2479,0.3274,6,5.0,6.0,True,20000,20320,0.027257492765784264,0.00046407054227704333,0.93
2480,0.32713,6,5.0,5.4,True,20000,20326,0.026988597586750984,0.0004638508058067711,0.93
2481,0.32686,3,8.0,8.4,True,20000,20329,0.023492887616157532,0.00046363106386842037,0.93
2482,0.32659,3,8.0,8.4,True,20000,20332,0.02095521241426468,0.0004634113165487412,0.93
2483,0.32631,2,9.0,9.2,True,20000,20334,0.027277689427137375,0.00046319156393448673,0.94
2484,0.32604,3,8.0,8.0,True,20000,20337,0.018538698554039,0.00046297180611241175,0.94
2485,0.32577,5,6.0,6.6,True,20000,20342,0.023760173469781876,0.00046275204316927325,0.94
2486,0.3255,5,6.0,6.2,True,20000,20347,0.0311418529599905,0.0004625322751918299,0.95
2487,0.32523,13,-2.0,-1.6,True,20000,20360,0.02887922152876854,0.0004623125022668429,0.95
2488,0.32496,8,3.0,3.6,True,20000,20368,0.021799352020025253,0.00046209272448107495,0.95
2489,0.32469,12,-1.0,-0.8,True,20000,20380,0.019924702122807503,0.00046187294192129096,0.95
2490,0.32441,1,10.0,10.0,True,20000,20381,0.01947411149740219,0.00046165315467425736,0.95
2491,0.32414,1,10.0,10.0,True,20000,20382,0.015686282888054848,0.0004614333628267429,0.95
2492,0.32387,2,9.0,9.2,True,20000,20384,0.025919698178768158,0.000461213566465518,0.95
2493,0.3236,11,0.0,1.0,True,20000,20395,0.022938942536711693,0.00046099376567735456,0.95
2494,0.32333,3,8.0,8.0,True,20000,20398,0.0219084694981575,0.00046077396054902654,0.95
2495,0.32306,3,-12.0,-12.0,False,20000,20401,0.029534781351685524,0.00046055415116730953,0.94
2496,0.32279,10,1.0,1.8,True,20000,20411,0.02268817462027073,0.0004603343376189808,0.94
2497,0.32251,1,-10.0,-10.0,False,20000,20412,0.02206246554851532,0.00046011451999081914,0.93
2498,0.32224,3,8.0,8.4,True,20000,20415,0.01863004080951214,0.00045989469836960533,0.93
2499,0.32197,1,10.0,10.0,True,20000,20416,0.038412582129240036,0.00045967487284212115,0.93
2500,0.3217,1,10.0,10.0,True,20000,20417,0.01689961366355419,0.00045945504349515057,0.93
2501,0.32143,7,4.0,4.6,True,20000,20424,0.021091585978865623,0.0004592352104154784,0.93
2502,0.32116,3,8.0,8.4,True,20000,20427,0.016833536326885223,0.0004590153736898914,0.93
2503,0.32089,2,9.0,9.2,True,20000,20429,0.027129601687192917,0.00045879553340517773,0.93
2504,0.32061,21,-10.0,-9.2,True,20000,20450,0.02723017707467079,0.00045857568964812677,0.93
2505,0.32034,3,8.0,8.4,True,20000,20453,0.03411685302853584,0.0004583558425055293,0.93
2506,0.32007,6,5.0,5.4,True,20000,20459,0.024031735956668854,0.0004581359920641776,0.93
2507,0.3198,4,7.0,7.6,True,20000,20463,0.020384911447763443,0.00045791613841086496,0.93
2508,0.31953,3,8.0,8.4,True,20000,20466,0.02330421842634678,0.00045769628163238636,0.93
2509,0.31926,1,-10.0,-10.0,False,20000,20467,0.02959146536886692,0.00045747642181553764,0.92
2510,0.31899,3,8.0,8.0,True,20000,20470,0.02692229114472866,0.0004572565590471159,0.92
2511,0.31871,5,6.0,6.0,True,20000,20475,0.016903085634112358,0.0004570366934139197,0.93
2512,0.31844,1,10.0,10.0,True,20000,20476,0.021282367408275604,0.0004568168250027484,0.93
2513,0.31817,12,-21.0,-21.2,False,20000,20488,0.022069593891501427,0.0004565969539004024,0.92
2514,0.3179,5,6.0,6.8,True,20000,20493,0.016477737575769424,0.00045637708019368356,0.92
2515,0.31763,3,8.0,8.4,True,20000,20496,0.021841494366526604,0.00045615720396939444,0.92
2516,0.31736,5,6.0,6.6,True,20000,20501,0.026382287964224815,0.0004559373253143387,0.92
2517,0.31709,2,9.0,9.2,True,20000,20503,0.01787501387298107,0.000455717444315321,0.92
2518,0.31681,1,10.0,10.0,True,20000,20504,0.038434527814388275,0.00045549756105914675,0.92
2519,0.31654,2,9.0,9.2,True,20000,20506,0.02224377542734146,0.00045527767563262247,0.92
2520,0.31627,30,-39.0,-38.6,False,20000,20536,0.027803663164377213,0.00045505778812255553,0.91
2521,0.316,7,4.0,4.6,True,20000,20543,0.026306426152586937,0.0004548378986157538,0.92
2522,0.31573,1,10.0,10.0,True,20000,20544,0.026921449229121208,0.0004546180071990264,0.92
2523,0.31546,3,8.0,8.4,True,20000,20547,0.022275662049651146,0.00045439811395918287,0.92
2524,0.31519,10,-19.0,-18.6,False,20000,20557,0.02489902451634407,0.0004541782189830336,0.91
2525,0.31491,1,10.0,10.0,True,20000,20558,0.03949044644832611,0.00045395832235738966,0.91
2526,0.31464,12,-1.0,0.0,True,20000,20570,0.02904200367629528,0.0004537384241690627,0.91
2527,0.31437,6,5.0,5.6,True,20000,20576,0.01953088492155075,0.00045351852450486514,0.91
2528,0.3141,2,9.0,9.2,True,20000,20578,0.02062191441655159,0.0004532986234516099,0.92
2529,0.31383,10,1.0,1.4,True,20000,20588,0.02400505170226097,0.00045307872109611017,0.92
2530,0.31356,2,9.0,9.2,True,20000,20590,0.021384937688708305,0.00045285881752518014,0.92
2531,0.31329,3,8.0,8.2,True,20000,20593,0.027350351214408875,0.00045263891282563436,0.92
2532,0.31301,3,8.0,8.2,True,20000,20596,0.0291003230959177,0.00045241900708428744,0.92
2533,0.31274,15,-4.0,-3.8,True,20000,20611,0.02441619709134102,0.000452199100387955,0.92
2534,0.31247,2,9.0,9.2,True,20000,20613,0.01844630017876625,0.0004519791928234524,0.92
2535,0.3122,4,7.0,7.2,True,20000,20617,0.018880527466535568,0.0004517592844775959,0.92
2536,0.31193,19,-8.0,-7.4,True,20000,20636,0.025270605459809303,0.0004515393754372017,0.92
2537,0.31166,3,8.0,8.4,True,20000,20639,0.03321639075875282,0.00045131946578908644,0.92
2538,0.31139,12,-1.0,-0.8,True,20000,20651,0.024148663505911827,0.00045109955562006704,0.92
2539,0.31111,1,10.0,10.0,True,20000,20652,0.01895158551633358,0.0004508796450169606,0.92
2540,0.31084,2,9.0,9.2,True,20000,20654,0.019918318837881088,0.000450659734066584,0.92
2541,0.31057,2,9.0,9.2,True,20000,20656,0.023498516529798508,0.000450439822855755,0.93
2542,0.3103,1,10.0,10.0,True,20000,20657,0.01395682618021965,0.000450219911471291,0.93
2543,0.31003,7,4.0,4.6,True,20000,20664,0.023588160052895546,0.0004500000000000092,0.93
2544,0.30976,8,3.0,3.6,True,20000,20672,0.019777489826083183,0.00044978008852872753,0.93
2545,0.30949,3,8.0,8.4,True,20000,20675,0.024493148550391197,0.00044956017714426334,0.93
2546,0.30921,6,5.0,5.6,True,20000,20681,0.019801858812570572,0.00044934026593343435,0.93
2547,0.30894,2,9.0,9.2,True,20000,20683,0.021724898368120193,0.00044912035498305793,0.93
2548,0.30867,4,7.0,7.2,True,20000,20687,0.022259360179305077,0.0004489004443799513,0.93
2549,0.3084,3,8.0,8.4,True,20000,20690,0.021838540211319923,0.00044868053421093186,0.93
2550,0.30813,4,7.0,7.2,True,20000,20694,0.027058573439717293,0.00044846062456281675,0.93
2551,0.30786,4,7.0,7.2,True,20000,20698,0.021351218223571777,0.00044824071552242254,0.93
2552,0.30759,3,8.0,8.4,True,20000,20701,0.02826625108718872,0.000448020807176566,0.93
2553,0.30731,2,9.0,9.2,True,20000,20703,0.019583582878112793,0.00044780089961206354,0.93
2554,0.30704,1,10.0,10.0,True,20000,20704,0.024865543469786644,0.0004475809929157311,0.93
2555,0.30677,6,5.0,5.6,True,20000,20710,0.025868045166134834,0.0004473610871743842,0.93
2556,0.3065,12,-21.0,-21.0,False,20000,20722,0.021229756996035576,0.0004471411824748384,0.92
2557,0.30623,3,8.0,8.4,True,20000,20725,0.01829511485993862,0.00044692127890390835,0.92
2558,0.30596,6,5.0,5.2,True,20000,20731,0.021553387865424156,0.00044670137654840886,0.92
2559,0.30569,1,10.0,10.0,True,20000,20732,0.022462286055088043,0.0004464814754951535,0.92
2560,0.30541,8,3.0,3.6,True,20000,20740,0.01989697851240635,0.0004462615758309559,0.92
2561,0.30514,3,8.0,8.0,True,20000,20743,0.01638905704021454,0.00044604167764262896,0.92
2562,0.30487,5,6.0,6.4,True,20000,20748,0.02693619206547737,0.000445821781016985,0.92
2563,0.3046,1,-10.0,-10.0,False,20000,20749,0.02414420060813427,0.0004456018860408357,0.91
2564,0.30433,3,8.0,8.4,True,20000,20752,0.02315392531454563,0.0004453819928009922,0.91
2565,0.30406,2,9.0,9.2,True,20000,20754,0.026003967970609665,0.00044516210138426484,0.91
2566,0.30379,2,-11.0,-10.8,False,20000,20756,0.022077562287449837,0.0004449422118774632,0.9
2567,0.30351,6,5.0,5.2,True,20000,20762,0.021004242822527885,0.00044472232436739616,0.9
2568,0.30324,3,8.0,8.4,True,20000,20765,0.030784383416175842,0.00044450243894087187,0.9
2569,0.30297,3,8.0,8.0,True,20000,20768,0.025418847799301147,0.00044428255568469775,0.9
2570,0.3027,8,3.0,3.4,True,20000,20776,0.023382248356938362,0.00044406267468568,0.9
2571,0.30243,3,8.0,8.0,True,20000,20779,0.024481572210788727,0.0004438427960306242,0.9
2572,0.30216,1,10.0,10.0,True,20000,20780,0.031609248369932175,0.0004436229198063351,0.91
2573,0.30189,4,7.0,7.2,True,20000,20784,0.02862662449479103,0.0004434030460996163,0.91
2574,0.30161,2,9.0,9.2,True,20000,20786,0.02741861715912819,0.0004431831749972703,0.91
2575,0.30134,1,10.0,10.0,True,20000,20787,0.03186335787177086,0.00044296330658609895,0.91
2576,0.30107,4,7.0,7.0,True,20000,20791,0.019885413348674774,0.00044274344095290266,0.91
2577,0.3008,9,2.0,2.8,True,20000,20800,0.02096579410135746,0.0004425235781844811,0.91
2578,0.30053,4,7.0,7.4,True,20000,20804,0.021764373406767845,0.0004423037183676323,0.91
2579,0.30026,2,9.0,9.2,True,20000,20806,0.02145138382911682,0.00044208386158915366,0.91
2580,0.29999,3,8.0,8.4,True,20000,20809,0.018306387588381767,0.00044186400793584115,0.91
2581,0.29971,4,7.0,7.2,True,20000,20813,0.02168610878288746,0.0004416441574944894,0.91
2582,0.29944,5,6.0,6.4,True,20000,20818,0.02061149850487709,0.0004414243103518919,0.91
2583,0.29917,2,9.0,9.2,True,20000,20820,0.02696641907095909,0.00044120446659484094,0.91
2584,0.2989,1,10.0,10.0,True,20000,20821,0.016246173530817032,0.0004409846263101273,0.91
2585,0.29863,5,6.0,6.6,True,20000,20826,0.03173721581697464,0.0004407647895845403,0.91
2586,0.29836,4,7.0,7.6,True,20000,20830,0.021548476070165634,0.0004405449565048682,0.91
2587,0.29809,1,-10.0,-10.0,False,20000,20831,0.017920689657330513,0.0004403251271578975,0.9
2588,0.29781,2,9.0,9.2,True,20000,20833,0.0177921149879694,0.0004401053016304134,0.9
2589,0.29754,8,3.0,3.6,True,20000,20841,0.024026894941926003,0.0004398854800091995,0.9
2590,0.29727,3,8.0,8.4,True,20000,20844,0.02368777245283127,0.0004396656623810378,0.9
2591,0.297,3,8.0,8.4,True,20000,20847,0.023754052817821503,0.0004394458488327091,0.9
2592,0.29673,1,10.0,10.0,True,20000,20848,0.04480789229273796,0.0004392260394509921,0.9
2593,0.29646,1,10.0,10.0,True,20000,20849,0.028572315350174904,0.000439006234322664,0.9
